# r [fm]	u_real	u_imag	|u|^2	du_real	du_imag	|du|^2
0.478000	0.446399	-0.000050	0.199272	0.810060	-0.000303	0.656198
0.479000	0.447209	-0.000050	0.199996	0.809289	-0.000305	0.654949
0.480000	0.448017	-0.000050	0.200720	0.808517	-0.000306	0.653700
0.481000	0.448826	-0.000050	0.201444	0.807743	-0.000307	0.652450
0.482000	0.449633	-0.000051	0.202170	0.806968	-0.000308	0.651198
0.483000	0.450440	-0.000051	0.202896	0.806192	-0.000309	0.649946
0.484000	0.451245	-0.000051	0.203622	0.805414	-0.000311	0.648692
0.485000	0.452050	-0.000052	0.204350	0.804635	-0.000312	0.647437
0.486000	0.452855	-0.000052	0.205077	0.803854	-0.000313	0.646182
0.487000	0.453658	-0.000052	0.205806	0.803072	-0.000314	0.644925
0.488000	0.454461	-0.000053	0.206535	0.802289	-0.000315	0.643668
0.489000	0.455263	-0.000053	0.207264	0.801504	-0.000317	0.642409
0.490000	0.456064	-0.000053	0.207994	0.800718	-0.000318	0.641149
0.491000	0.456864	-0.000054	0.208725	0.799930	-0.000319	0.639889
0.492000	0.457664	-0.000054	0.209456	0.799142	-0.000320	0.638627
0.493000	0.458462	-0.000054	0.210188	0.798351	-0.000321	0.637365
0.494000	0.459260	-0.000055	0.210920	0.797560	-0.000323	0.636101
0.495000	0.460058	-0.000055	0.211653	0.796767	-0.000324	0.634837
0.496000	0.460854	-0.000055	0.212386	0.795972	-0.000325	0.633572
0.497000	0.461649	-0.000056	0.213120	0.795176	-0.000326	0.632305
0.498000	0.462444	-0.000056	0.213855	0.794379	-0.000328	0.631038
0.499000	0.463238	-0.000056	0.214590	0.793581	-0.000329	0.629770
0.500000	0.464031	-0.000057	0.215325	0.792781	-0.000330	0.628501
0.501000	0.464824	-0.000057	0.216061	0.791979	-0.000331	0.627232
0.502000	0.465615	-0.000057	0.216798	0.791177	-0.000332	0.625961
0.503000	0.466406	-0.000058	0.217535	0.790373	-0.000334	0.624689
0.504000	0.467196	-0.000058	0.218272	0.789567	-0.000335	0.623417
0.505000	0.467985	-0.000058	0.219010	0.788761	-0.000336	0.622144
0.506000	0.468774	-0.000059	0.219749	0.787953	-0.000337	0.620869
0.507000	0.469561	-0.000059	0.220488	0.787143	-0.000339	0.619594
0.508000	0.470348	-0.000059	0.221227	0.786332	-0.000340	0.618319
0.509000	0.471134	-0.000060	0.221967	0.785520	-0.000341	0.617042
0.510000	0.471919	-0.000060	0.222708	0.784707	-0.000342	0.615765
0.511000	0.472703	-0.000060	0.223448	0.783892	-0.000344	0.614486
0.512000	0.473487	-0.000061	0.224190	0.783076	-0.000345	0.613207
0.513000	0.474269	-0.000061	0.224931	0.782258	-0.000346	0.611928
0.514000	0.475051	-0.000061	0.225674	0.781439	-0.000347	0.610647
0.515000	0.475832	-0.000062	0.226416	0.780619	-0.000349	0.609366
0.516000	0.476612	-0.000062	0.227159	0.779797	-0.000350	0.608084
0.517000	0.477392	-0.000062	0.227903	0.778974	-0.000351	0.606801
0.518000	0.478170	-0.000063	0.228647	0.778150	-0.000352	0.605517
0.519000	0.478948	-0.000063	0.229391	0.777324	-0.000354	0.604233
0.520000	0.479725	-0.000063	0.230136	0.776497	-0.000355	0.602948
0.521000	0.480501	-0.000064	0.230881	0.775669	-0.000356	0.601662
0.522000	0.481276	-0.000064	0.231627	0.774839	-0.000357	0.600376
0.523000	0.482051	-0.000064	0.232373	0.774008	-0.000359	0.599089
0.524000	0.482824	-0.000065	0.233119	0.773176	-0.000360	0.597801
0.525000	0.483597	-0.000065	0.233866	0.772342	-0.000361	0.596513
0.526000	0.484369	-0.000066	0.234613	0.771507	-0.000362	0.595223
0.527000	0.485140	-0.000066	0.235361	0.770671	-0.000364	0.593934
0.528000	0.485910	-0.000066	0.236109	0.769833	-0.000365	0.592643
0.529000	0.486680	-0.000067	0.236857	0.768994	-0.000366	0.591352
0.530000	0.487448	-0.000067	0.237606	0.768154	-0.000367	0.590060
0.531000	0.488216	-0.000067	0.238355	0.767312	-0.000369	0.588768
0.532000	0.488983	-0.000068	0.239104	0.766469	-0.000370	0.587475
0.533000	0.489749	-0.000068	0.239854	0.765625	-0.000371	0.586182
0.534000	0.490514	-0.000068	0.240604	0.764779	-0.000373	0.584887
0.535000	0.491279	-0.000069	0.241355	0.763932	-0.000374	0.583593
0.536000	0.492042	-0.000069	0.242106	0.763084	-0.000375	0.582297
0.537000	0.492805	-0.000070	0.242857	0.762234	-0.000376	0.581002
0.538000	0.493567	-0.000070	0.243608	0.761384	-0.000378	0.579705
0.539000	0.494328	-0.000070	0.244360	0.760531	-0.000379	0.578408
0.540000	0.495088	-0.000071	0.245112	0.759678	-0.000380	0.577111
0.541000	0.495847	-0.000071	0.245864	0.758823	-0.000382	0.575813
0.542000	0.496605	-0.000071	0.246617	0.757967	-0.000383	0.574514
0.543000	0.497363	-0.000072	0.247370	0.757109	-0.000384	0.573215
0.544000	0.498120	-0.000072	0.248123	0.756251	-0.000385	0.571915
0.545000	0.498875	-0.000073	0.248877	0.755391	-0.000387	0.570615
0.546000	0.499630	-0.000073	0.249631	0.754529	-0.000388	0.569315
0.547000	0.500384	-0.000073	0.250385	0.753667	-0.000389	0.568014
0.548000	0.501138	-0.000074	0.251139	0.752803	-0.000391	0.566712
0.549000	0.501890	-0.000074	0.251894	0.751937	-0.000392	0.565410
0.550000	0.502642	-0.000075	0.252649	0.751071	-0.000393	0.564108
0.551000	0.503392	-0.000075	0.253404	0.750203	-0.000395	0.562805
0.552000	0.504142	-0.000075	0.254159	0.749334	-0.000396	0.561501
0.553000	0.504891	-0.000076	0.254915	0.748463	-0.000397	0.560198
0.554000	0.505639	-0.000076	0.255671	0.747592	-0.000398	0.558893
0.555000	0.506386	-0.000077	0.256427	0.746719	-0.000400	0.557589
0.556000	0.507132	-0.000077	0.257183	0.745844	-0.000401	0.556284
0.557000	0.507878	-0.000077	0.257940	0.744969	-0.000402	0.554979
0.558000	0.508622	-0.000078	0.258697	0.744092	-0.000404	0.553673
0.559000	0.509366	-0.000078	0.259454	0.743214	-0.000405	0.552367
0.560000	0.510109	-0.000079	0.260211	0.742334	-0.000406	0.551060
0.561000	0.510851	-0.000079	0.260968	0.741454	-0.000408	0.549754
0.562000	0.511592	-0.000079	0.261726	0.740572	-0.000409	0.548446
0.563000	0.512332	-0.000080	0.262484	0.739688	-0.000410	0.547139
0.564000	0.513071	-0.000080	0.263242	0.738804	-0.000412	0.545831
0.565000	0.513809	-0.000081	0.264000	0.737918	-0.000413	0.544523
0.566000	0.514547	-0.000081	0.264758	0.737031	-0.000414	0.543215
0.567000	0.515283	-0.000081	0.265517	0.736142	-0.000416	0.541906
0.568000	0.516019	-0.000082	0.266276	0.735253	-0.000417	0.540597
0.569000	0.516754	-0.000082	0.267035	0.734362	-0.000418	0.539287
0.570000	0.517488	-0.000083	0.267794	0.733470	-0.000420	0.537978
0.571000	0.518221	-0.000083	0.268553	0.732576	-0.000421	0.536668
0.572000	0.518953	-0.000084	0.269312	0.731681	-0.000422	0.535358
0.573000	0.519684	-0.000084	0.270072	0.730785	-0.000424	0.534048
0.574000	0.520415	-0.000084	0.270831	0.729888	-0.000425	0.532737
0.575000	0.521144	-0.000085	0.271591	0.728990	-0.000426	0.531426
0.576000	0.521873	-0.000085	0.272351	0.728090	-0.000428	0.530115
0.577000	0.522600	-0.000086	0.273111	0.727189	-0.000429	0.528804
0.578000	0.523327	-0.000086	0.273871	0.726287	-0.000430	0.527493
0.579000	0.524053	-0.000087	0.274631	0.725383	-0.000432	0.526181
0.580000	0.524778	-0.000087	0.275392	0.724478	-0.000433	0.524869
0.581000	0.525502	-0.000087	0.276152	0.723572	-0.000434	0.523557
0.582000	0.526225	-0.000088	0.276913	0.722665	-0.000436	0.522245
0.583000	0.526947	-0.000088	0.277673	0.721757	-0.000437	0.520933
0.584000	0.527668	-0.000089	0.278434	0.720847	-0.000438	0.519620
0.585000	0.528389	-0.000089	0.279195	0.719936	-0.000440	0.518308
0.586000	0.529108	-0.000090	0.279956	0.719024	-0.000441	0.516995
0.587000	0.529827	-0.000090	0.280716	0.718110	-0.000442	0.515682
0.588000	0.530544	-0.000090	0.281477	0.717195	-0.000444	0.514369
0.589000	0.531261	-0.000091	0.282238	0.716279	-0.000445	0.513056
0.590000	0.531977	-0.000091	0.283000	0.715362	-0.000447	0.511743
0.591000	0.532692	-0.000092	0.283761	0.714444	-0.000448	0.510430
0.592000	0.533406	-0.000092	0.284522	0.713524	-0.000449	0.509117
0.593000	0.534119	-0.000093	0.285283	0.712603	-0.000451	0.507804
0.594000	0.534831	-0.000093	0.286044	0.711681	-0.000452	0.506490
0.595000	0.535542	-0.000094	0.286806	0.710758	-0.000453	0.505177
0.596000	0.536253	-0.000094	0.287567	0.709833	-0.000455	0.503863
0.597000	0.536962	-0.000095	0.288328	0.708907	-0.000456	0.502550
0.598000	0.537670	-0.000095	0.289089	0.707980	-0.000457	0.501236
0.599000	0.538378	-0.000095	0.289851	0.707052	-0.000459	0.499923
0.600000	0.539085	-0.000096	0.290612	0.706123	-0.000460	0.498609
0.601000	0.539790	-0.000096	0.291373	0.705192	-0.000462	0.497296
0.602000	0.540495	-0.000097	0.292135	0.704260	-0.000463	0.495982
0.603000	0.541199	-0.000097	0.292896	0.703327	-0.000464	0.494669
0.604000	0.541902	-0.000098	0.293657	0.702393	-0.000466	0.493356
0.605000	0.542603	-0.000098	0.294419	0.701457	-0.000467	0.492042
0.606000	0.543304	-0.000099	0.295180	0.700520	-0.000468	0.490729
0.607000	0.544005	-0.000099	0.295941	0.699582	-0.000470	0.489416
0.608000	0.544704	-0.000100	0.296702	0.698643	-0.000471	0.488102
0.609000	0.545402	-0.000100	0.297463	0.697703	-0.000473	0.486789
0.610000	0.546099	-0.000101	0.298224	0.696761	-0.000474	0.485476
0.611000	0.546795	-0.000101	0.298985	0.695818	-0.000475	0.484163
0.612000	0.547491	-0.000102	0.299746	0.694874	-0.000477	0.482851
0.613000	0.548185	-0.000102	0.300507	0.693929	-0.000478	0.481538
0.614000	0.548879	-0.000102	0.301268	0.692983	-0.000479	0.480225
0.615000	0.549571	-0.000103	0.302028	0.692035	-0.000481	0.478913
0.616000	0.550263	-0.000103	0.302789	0.691087	-0.000482	0.477601
0.617000	0.550953	-0.000104	0.303549	0.690137	-0.000484	0.476289
0.618000	0.551643	-0.000104	0.304310	0.689185	-0.000485	0.474977
0.619000	0.552332	-0.000105	0.305070	0.688233	-0.000486	0.473665
0.620000	0.553019	-0.000105	0.305830	0.687280	-0.000488	0.472353
0.621000	0.553706	-0.000106	0.306591	0.686325	-0.000489	0.471042
0.622000	0.554392	-0.000106	0.307351	0.685369	-0.000491	0.469731
0.623000	0.555077	-0.000107	0.308110	0.684412	-0.000492	0.468420
0.624000	0.555761	-0.000107	0.308870	0.683454	-0.000493	0.467109
0.625000	0.556444	-0.000108	0.309630	0.682494	-0.000495	0.465799
0.626000	0.557126	-0.000108	0.310389	0.681534	-0.000496	0.464488
0.627000	0.557807	-0.000109	0.311149	0.680572	-0.000498	0.463178
0.628000	0.558487	-0.000109	0.311908	0.679609	-0.000499	0.461868
0.629000	0.559166	-0.000110	0.312667	0.678645	-0.000500	0.460559
0.630000	0.559844	-0.000110	0.313426	0.677679	-0.000502	0.459250
0.631000	0.560521	-0.000111	0.314184	0.676713	-0.000503	0.457941
0.632000	0.561198	-0.000111	0.314943	0.675745	-0.000505	0.456632
0.633000	0.561873	-0.000112	0.315701	0.674776	-0.000506	0.455323
0.634000	0.562547	-0.000112	0.316459	0.673806	-0.000507	0.454015
0.635000	0.563221	-0.000113	0.317217	0.672835	-0.000509	0.452708
0.636000	0.563893	-0.000113	0.317975	0.671863	-0.000510	0.451400
0.637000	0.564564	-0.000114	0.318733	0.670890	-0.000512	0.450093
0.638000	0.565235	-0.000114	0.319490	0.669915	-0.000513	0.448786
0.639000	0.565904	-0.000115	0.320247	0.668939	-0.000514	0.447480
0.640000	0.566573	-0.000115	0.321004	0.667962	-0.000516	0.446174
0.641000	0.567240	-0.000116	0.321761	0.666984	-0.000517	0.444868
0.642000	0.567907	-0.000116	0.322518	0.666005	-0.000519	0.443563
0.643000	0.568572	-0.000117	0.323274	0.665025	-0.000520	0.442258
0.644000	0.569237	-0.000117	0.324030	0.664043	-0.000522	0.440953
0.645000	0.569900	-0.000118	0.324786	0.663060	-0.000523	0.439649
0.646000	0.570563	-0.000119	0.325542	0.662077	-0.000524	0.438346
0.647000	0.571224	-0.000119	0.326297	0.661092	-0.000526	0.437042
0.648000	0.571885	-0.000120	0.327052	0.660105	-0.000527	0.435739
0.649000	0.572544	-0.000120	0.327807	0.659118	-0.000529	0.434437
0.650000	0.573203	-0.000121	0.328562	0.658130	-0.000530	0.433135
0.651000	0.573861	-0.000121	0.329316	0.657140	-0.000532	0.431834
0.652000	0.574517	-0.000122	0.330070	0.656150	-0.000533	0.430533
0.653000	0.575173	-0.000122	0.330824	0.655158	-0.000534	0.429232
0.654000	0.575828	-0.000123	0.331578	0.654165	-0.000536	0.427932
0.655000	0.576481	-0.000123	0.332331	0.653171	-0.000537	0.426633
0.656000	0.577134	-0.000124	0.333084	0.652176	-0.000539	0.425334
0.657000	0.577786	-0.000124	0.333836	0.651180	-0.000540	0.424035
0.658000	0.578436	-0.000125	0.334589	0.650182	-0.000542	0.422737
0.659000	0.579086	-0.000125	0.335341	0.649184	-0.000543	0.421440
0.660000	0.579735	-0.000126	0.336092	0.648184	-0.000544	0.420143
0.661000	0.580382	-0.000127	0.336844	0.647183	-0.000546	0.418846
0.662000	0.581029	-0.000127	0.337595	0.646181	-0.000547	0.417551
0.663000	0.581675	-0.000128	0.338346	0.645178	-0.000549	0.416255
0.664000	0.582320	-0.000128	0.339096	0.644174	-0.000550	0.414961
0.665000	0.582963	-0.000129	0.339846	0.643169	-0.000552	0.413667
0.666000	0.583606	-0.000129	0.340596	0.642163	-0.000553	0.412373
0.667000	0.584247	-0.000130	0.341345	0.641155	-0.000554	0.411080
0.668000	0.584888	-0.000130	0.342094	0.640147	-0.000556	0.409788
0.669000	0.585528	-0.000131	0.342843	0.639137	-0.000557	0.408496
0.670000	0.586166	-0.000132	0.343591	0.638126	-0.000559	0.407205
0.671000	0.586804	-0.000132	0.344339	0.637114	-0.000560	0.405915
0.672000	0.587441	-0.000133	0.345087	0.636101	-0.000562	0.404625
0.673000	0.588076	-0.000133	0.345834	0.635087	-0.000563	0.403336
0.674000	0.588711	-0.000134	0.346580	0.634072	-0.000565	0.402048
0.675000	0.589344	-0.000134	0.347327	0.633056	-0.000566	0.400760
0.676000	0.589977	-0.000135	0.348073	0.632039	-0.000567	0.399473
0.677000	0.590608	-0.000135	0.348818	0.631020	-0.000569	0.398187
0.678000	0.591239	-0.000136	0.349564	0.630001	-0.000570	0.396901
0.679000	0.591868	-0.000137	0.350308	0.628980	-0.000572	0.395616
0.680000	0.592497	-0.000137	0.351053	0.627958	-0.000573	0.394332
0.681000	0.593124	-0.000138	0.351797	0.626936	-0.000575	0.393049
0.682000	0.593751	-0.000138	0.352540	0.625912	-0.000576	0.391766
0.683000	0.594376	-0.000139	0.353283	0.624887	-0.000578	0.390484
0.684000	0.595001	-0.000140	0.354026	0.623861	-0.000579	0.389203
0.685000	0.595624	-0.000140	0.354768	0.622834	-0.000581	0.387922
0.686000	0.596246	-0.000141	0.355510	0.621805	-0.000582	0.386642
0.687000	0.596868	-0.000141	0.356251	0.620776	-0.000583	0.385363
0.688000	0.597488	-0.000142	0.356992	0.619746	-0.000585	0.384085
0.689000	0.598107	-0.000142	0.357732	0.618715	-0.000586	0.382808
0.690000	0.598725	-0.000143	0.358472	0.617682	-0.000588	0.381532
0.691000	0.599342	-0.000144	0.359211	0.616649	-0.000589	0.380256
0.692000	0.599959	-0.000144	0.359950	0.615614	-0.000591	0.378981
0.693000	0.600574	-0.000145	0.360689	0.614578	-0.000592	0.377707
0.694000	0.601188	-0.000145	0.361427	0.613542	-0.000594	0.376434
0.695000	0.601801	-0.000146	0.362164	0.612504	-0.000595	0.375161
0.696000	0.602413	-0.000147	0.362901	0.611465	-0.000597	0.373890
0.697000	0.603024	-0.000147	0.363638	0.610425	-0.000598	0.372619
0.698000	0.603634	-0.000148	0.364373	0.609384	-0.000600	0.371350
0.699000	0.604242	-0.000148	0.365109	0.608342	-0.000601	0.370081
0.700000	0.604850	-0.000149	0.365844	0.607299	-0.000602	0.368813
0.701000	0.605457	-0.000150	0.366578	0.606255	-0.000604	0.367546
0.702000	0.606063	-0.000150	0.367312	0.605210	-0.000605	0.366280
0.703000	0.606667	-0.000151	0.368045	0.604164	-0.000607	0.365015
0.704000	0.607271	-0.000151	0.368778	0.603117	-0.000608	0.363750
0.705000	0.607874	-0.000152	0.369510	0.602069	-0.000610	0.362487
0.706000	0.608475	-0.000153	0.370242	0.601019	-0.000611	0.361225
0.707000	0.609076	-0.000153	0.370973	0.599969	-0.000613	0.359963
0.708000	0.609675	-0.000154	0.371704	0.598918	-0.000614	0.358703
0.709000	0.610274	-0.000154	0.372434	0.597865	-0.000616	0.357443
0.710000	0.610871	-0.000155	0.373163	0.596812	-0.000617	0.356185
0.711000	0.611467	-0.000156	0.373892	0.595757	-0.000619	0.354927
0.712000	0.612062	-0.000156	0.374620	0.594702	-0.000620	0.353671
0.713000	0.612657	-0.000157	0.375348	0.593645	-0.000622	0.352415
0.714000	0.613250	-0.000158	0.376075	0.592588	-0.000623	0.351161
0.715000	0.613842	-0.000158	0.376802	0.591529	-0.000625	0.349907
0.716000	0.614433	-0.000159	0.377528	0.590470	-0.000626	0.348655
0.717000	0.615023	-0.000159	0.378253	0.589409	-0.000628	0.347404
0.718000	0.615612	-0.000160	0.378978	0.588348	-0.000629	0.346153
0.719000	0.616199	-0.000161	0.379702	0.587285	-0.000630	0.344904
0.720000	0.616786	-0.000161	0.380425	0.586221	-0.000632	0.343656
0.721000	0.617372	-0.000162	0.381148	0.585157	-0.000633	0.342409
0.722000	0.617956	-0.000163	0.381870	0.584091	-0.000635	0.341163
0.723000	0.618540	-0.000163	0.382592	0.583024	-0.000636	0.339918
0.724000	0.619122	-0.000164	0.383313	0.581957	-0.000638	0.338674
0.725000	0.619704	-0.000164	0.384033	0.580888	-0.000639	0.337431
0.726000	0.620284	-0.000165	0.384753	0.579818	-0.000641	0.336190
0.727000	0.620864	-0.000166	0.385472	0.578748	-0.000642	0.334949
0.728000	0.621442	-0.000166	0.386190	0.577676	-0.000644	0.333710
0.729000	0.622019	-0.000167	0.386908	0.576603	-0.000645	0.332472
0.730000	0.622595	-0.000168	0.387625	0.575530	-0.000647	0.331235
0.731000	0.623170	-0.000168	0.388341	0.574455	-0.000648	0.329999
0.732000	0.623744	-0.000169	0.389056	0.573379	-0.000650	0.328764
0.733000	0.624317	-0.000170	0.389771	0.572303	-0.000651	0.327531
0.734000	0.624888	-0.000170	0.390486	0.571225	-0.000653	0.326299
0.735000	0.625459	-0.000171	0.391199	0.570147	-0.000654	0.325068
0.736000	0.626029	-0.000172	0.391912	0.569067	-0.000656	0.323838
0.737000	0.626597	-0.000172	0.392624	0.567986	-0.000657	0.322609
0.738000	0.627165	-0.000173	0.393336	0.566905	-0.000659	0.321382
0.739000	0.627731	-0.000174	0.394046	0.565822	-0.000660	0.320155
0.740000	0.628296	-0.000174	0.394756	0.564739	-0.000662	0.318930
0.741000	0.628861	-0.000175	0.395466	0.563654	-0.000663	0.317707
0.742000	0.629424	-0.000176	0.396174	0.562569	-0.000665	0.316484
0.743000	0.629986	-0.000176	0.396882	0.561482	-0.000666	0.315263
0.744000	0.630547	-0.000177	0.397589	0.560395	-0.000668	0.314043
0.745000	0.631107	-0.000178	0.398295	0.559307	-0.000669	0.312824
0.746000	0.631665	-0.000178	0.399001	0.558217	-0.000671	0.311607
0.747000	0.632223	-0.000179	0.399706	0.557127	-0.000672	0.310391
0.748000	0.632780	-0.000180	0.400410	0.556036	-0.000674	0.309176
0.749000	0.633335	-0.000180	0.401113	0.554944	-0.000675	0.307963
0.750000	0.633889	-0.000181	0.401816	0.553850	-0.000677	0.306751
0.751000	0.634443	-0.000182	0.402518	0.552756	-0.000678	0.305540
0.752000	0.634995	-0.000182	0.403219	0.551661	-0.000680	0.304331
0.753000	0.635546	-0.000183	0.403919	0.550565	-0.000681	0.303123
0.754000	0.636096	-0.000184	0.404618	0.549468	-0.000683	0.301916
0.755000	0.636645	-0.000184	0.405317	0.548370	-0.000684	0.300710
0.756000	0.637193	-0.000185	0.406015	0.547271	-0.000686	0.299506
0.757000	0.637740	-0.000186	0.406712	0.546172	-0.000687	0.298304
0.758000	0.638285	-0.000186	0.407408	0.545071	-0.000689	0.297103
0.759000	0.638830	-0.000187	0.408103	0.543969	-0.000690	0.295903
0.760000	0.639373	-0.000188	0.408798	0.542867	-0.000692	0.294705
0.761000	0.639915	-0.000188	0.409492	0.541763	-0.000693	0.293508
0.762000	0.640457	-0.000189	0.410185	0.540658	-0.000695	0.292312
0.763000	0.640997	-0.000190	0.410877	0.539553	-0.000696	0.291118
0.764000	0.641536	-0.000191	0.411568	0.538447	-0.000698	0.289925
0.765000	0.642074	-0.000191	0.412259	0.537339	-0.000699	0.288734
0.766000	0.642610	-0.000192	0.412948	0.536231	-0.000701	0.287544
0.767000	0.643146	-0.000193	0.413637	0.535122	-0.000702	0.286356
0.768000	0.643681	-0.000193	0.414325	0.534012	-0.000704	0.285169
0.769000	0.644214	-0.000194	0.415012	0.532901	-0.000705	0.283984
0.770000	0.644746	-0.000195	0.415698	0.531789	-0.000707	0.282800
0.771000	0.645278	-0.000195	0.416383	0.530676	-0.000708	0.281618
0.772000	0.645808	-0.000196	0.417068	0.529562	-0.000710	0.280437
0.773000	0.646337	-0.000197	0.417751	0.528448	-0.000711	0.279257
0.774000	0.646865	-0.000198	0.418434	0.527332	-0.000713	0.278080
0.775000	0.647391	-0.000198	0.419116	0.526216	-0.000714	0.276903
0.776000	0.647917	-0.000199	0.419797	0.525098	-0.000716	0.275729
0.777000	0.648442	-0.000200	0.420477	0.523980	-0.000717	0.274555
0.778000	0.648965	-0.000200	0.421156	0.522861	-0.000719	0.273384
0.779000	0.649487	-0.000201	0.421834	0.521741	-0.000720	0.272214
0.780000	0.650009	-0.000202	0.422511	0.520620	-0.000722	0.271045
0.781000	0.650529	-0.000203	0.423188	0.519498	-0.000723	0.269878
0.782000	0.651048	-0.000203	0.423863	0.518375	-0.000725	0.268713
0.783000	0.651565	-0.000204	0.424537	0.517251	-0.000726	0.267549
0.784000	0.652082	-0.000205	0.425211	0.516127	-0.000728	0.266387
0.785000	0.652598	-0.000206	0.425884	0.515001	-0.000729	0.265227
0.786000	0.653112	-0.000206	0.426555	0.513875	-0.000731	0.264068
0.787000	0.653625	-0.000207	0.427226	0.512748	-0.000732	0.262911
0.788000	0.654138	-0.000208	0.427896	0.511619	-0.000734	0.261755
0.789000	0.654649	-0.000208	0.428565	0.510490	-0.000735	0.260601
0.790000	0.655159	-0.000209	0.429233	0.509360	-0.000737	0.259449
0.791000	0.655667	-0.000210	0.429900	0.508230	-0.000738	0.258298
0.792000	0.656175	-0.000211	0.430566	0.507098	-0.000740	0.257149
0.793000	0.656682	-0.000211	0.431231	0.505966	-0.000741	0.256002
0.794000	0.657187	-0.000212	0.431895	0.504832	-0.000743	0.254856
0.795000	0.657691	-0.000213	0.432558	0.503698	-0.000744	0.253712
0.796000	0.658194	-0.000214	0.433220	0.502563	-0.000746	0.252570
0.797000	0.658696	-0.000214	0.433881	0.501427	-0.000747	0.251429
0.798000	0.659197	-0.000215	0.434541	0.500290	-0.000749	0.250290
0.799000	0.659697	-0.000216	0.435200	0.499152	-0.000750	0.249153
0.800000	0.660195	-0.000217	0.435858	0.498013	-0.000752	0.248018
0.801000	0.660693	-0.000217	0.436515	0.496874	-0.000753	0.246884
0.802000	0.661189	-0.000218	0.437171	0.495734	-0.000755	0.245752
0.803000	0.661684	-0.000219	0.437826	0.494593	-0.000756	0.244622
0.804000	0.662178	-0.000220	0.438480	0.493450	-0.000758	0.243494
0.805000	0.662671	-0.000220	0.439133	0.492308	-0.000759	0.242367
0.806000	0.663163	-0.000221	0.439785	0.491164	-0.000761	0.241243
0.807000	0.663654	-0.000222	0.440436	0.490019	-0.000762	0.240120
0.808000	0.664143	-0.000223	0.441086	0.488874	-0.000764	0.238998
0.809000	0.664631	-0.000223	0.441735	0.487728	-0.000765	0.237879
0.810000	0.665119	-0.000224	0.442383	0.486581	-0.000767	0.236761
0.811000	0.665605	-0.000225	0.443029	0.485433	-0.000768	0.235645
0.812000	0.666089	-0.000226	0.443675	0.484284	-0.000770	0.234531
0.813000	0.666573	-0.000227	0.444320	0.483134	-0.000771	0.233419
0.814000	0.667056	-0.000227	0.444963	0.481984	-0.000773	0.232309
0.815000	0.667537	-0.000228	0.445606	0.480832	-0.000774	0.231200
0.816000	0.668017	-0.000229	0.446247	0.479680	-0.000776	0.230094
0.817000	0.668496	-0.000230	0.446888	0.478527	-0.000777	0.228989
0.818000	0.668974	-0.000230	0.447527	0.477374	-0.000779	0.227886
0.819000	0.669451	-0.000231	0.448165	0.476219	-0.000780	0.226785
0.820000	0.669927	-0.000232	0.448802	0.475064	-0.000782	0.225686
0.821000	0.670401	-0.000233	0.449438	0.473907	-0.000783	0.224589
0.822000	0.670875	-0.000234	0.450073	0.472750	-0.000785	0.223494
0.823000	0.671347	-0.000234	0.450707	0.471592	-0.000786	0.222400
0.824000	0.671818	-0.000235	0.451339	0.470434	-0.000788	0.221309
0.825000	0.672288	-0.000236	0.451971	0.469274	-0.000789	0.220219
0.826000	0.672756	-0.000237	0.452601	0.468114	-0.000791	0.219131
0.827000	0.673224	-0.000237	0.453230	0.466953	-0.000792	0.218046
0.828000	0.673690	-0.000238	0.453859	0.465791	-0.000794	0.216962
0.829000	0.674155	-0.000239	0.454486	0.464628	-0.000795	0.215880
0.830000	0.674620	-0.000240	0.455112	0.463465	-0.000797	0.214800
0.831000	0.675082	-0.000241	0.455736	0.462300	-0.000798	0.213722
0.832000	0.675544	-0.000241	0.456360	0.461135	-0.000800	0.212646
0.833000	0.676005	-0.000242	0.456982	0.459969	-0.000801	0.211573
0.834000	0.676464	-0.000243	0.457604	0.458803	-0.000803	0.210501
0.835000	0.676922	-0.000244	0.458224	0.457635	-0.000804	0.209431
0.836000	0.677379	-0.000245	0.458843	0.456467	-0.000806	0.208363
0.837000	0.677835	-0.000245	0.459461	0.455298	-0.000808	0.207297
0.838000	0.678290	-0.000246	0.460077	0.454128	-0.000809	0.206233
0.839000	0.678743	-0.000247	0.460693	0.452957	-0.000811	0.205171
0.840000	0.679196	-0.000248	0.461307	0.451786	-0.000812	0.204111
0.841000	0.679647	-0.000249	0.461920	0.450614	-0.000814	0.203053
0.842000	0.680097	-0.000250	0.462532	0.449441	-0.000815	0.201998
0.843000	0.680546	-0.000250	0.463143	0.448267	-0.000817	0.200944
0.844000	0.680994	-0.000251	0.463752	0.447093	-0.000818	0.199892
0.845000	0.681440	-0.000252	0.464361	0.445917	-0.000820	0.198843
0.846000	0.681885	-0.000253	0.464968	0.444741	-0.000821	0.197795
0.847000	0.682330	-0.000254	0.465574	0.443564	-0.000823	0.196750
0.848000	0.682773	-0.000254	0.466178	0.442387	-0.000824	0.195707
0.849000	0.683214	-0.000255	0.466782	0.441208	-0.000826	0.194665
0.850000	0.683655	-0.000256	0.467384	0.440029	-0.000827	0.193626
0.851000	0.684094	-0.000257	0.467985	0.438849	-0.000829	0.192589
0.852000	0.684533	-0.000258	0.468585	0.437669	-0.000830	0.191555
0.853000	0.684970	-0.000259	0.469184	0.436487	-0.000832	0.190522
0.854000	0.685406	-0.000259	0.469781	0.435305	-0.000833	0.189491
