# E_lab [MeV]	delta_real [deg]	delta_imag [deg]	cross_section [mb]	S_factor [MeV*mb]
0.0002	-0.0000	0.0000	0.0000	0.0000
0.0003	-0.0000	0.0000	0.0000	0.0000
0.0005	-0.0000	0.0000	0.0000	0.0000
0.0007	-0.0000	0.0000	0.0000	0.0000
0.0008	-0.0000	0.0000	0.0000	0.0000
0.0010	-0.0000	0.0000	0.0000	0.0000
0.0012	-0.0000	0.0000	0.0000	0.0000
0.0013	-0.0000	0.0000	0.0000	0.0000
0.0015	-0.0000	0.0000	0.0000	0.0000
0.0017	-0.0000	0.0000	0.0000	0.0000
0.0018	-0.0000	0.0000	0.0000	0.0000
0.0020	-0.0000	0.0000	0.0000	0.4725
0.0022	-0.0000	0.0000	0.0000	0.2769
0.0023	-0.0000	0.0000	0.0000	0.3247
0.0025	-0.0000	0.0000	0.0000	0.3126
0.0027	-0.0000	0.0000	0.0000	0.3071
0.0028	-0.0000	0.0000	0.0000	0.3084
0.0030	-0.0000	0.0000	0.0000	0.3092
0.0032	-0.0000	0.0000	0.0000	0.3090
0.0033	-0.0000	0.0000	0.0000	0.3093
0.0035	-0.0000	0.0000	0.0000	0.3093
0.0037	-0.0000	0.0000	0.0000	0.3093
0.0038	-0.0000	0.0000	0.0000	0.3092
0.0040	-0.0000	0.0000	0.0000	0.3091
0.0042	-0.0000	0.0000	0.0000	0.3091
0.0043	-0.0000	0.0000	0.0000	0.3091
0.0045	-0.0000	0.0000	0.0000	0.3090
0.0047	-0.0000	0.0000	0.0000	0.3090
0.0048	-0.0000	0.0000	0.0000	0.3089
0.0050	-0.0000	0.0000	0.0000	0.3089
0.0052	-0.0000	0.0000	0.0000	0.3088
0.0053	-0.0000	0.0000	0.0000	0.3088
0.0055	-0.0000	0.0000	0.0000	0.3087
0.0057	-0.0000	0.0000	0.0000	0.3087
0.0058	-0.0000	0.0000	0.0000	0.3086
0.0060	-0.0000	0.0000	0.0000	0.3086
0.0062	-0.0000	0.0000	0.0000	0.3085
0.0063	-0.0000	0.0000	0.0000	0.3085
0.0065	-0.0000	0.0000	0.0000	0.3084
0.0067	-0.0000	0.0000	0.0000	0.3084
0.0068	-0.0000	0.0000	0.0000	0.3083
0.0070	-0.0000	0.0000	0.0000	0.3083
0.0072	-0.0000	0.0000	0.0000	0.3082
0.0073	-0.0000	0.0000	0.0000	0.3082
0.0075	-0.0000	0.0000	0.0000	0.3081
0.0077	-0.0000	0.0000	0.0000	0.3081
0.0078	-0.0000	0.0000	0.0000	0.3081
0.0080	-0.0000	0.0000	0.0000	0.3080
0.0082	-0.0000	0.0000	0.0000	0.3080
0.0083	-0.0000	0.0000	0.0000	0.3079
0.0085	-0.0000	0.0000	0.0000	0.3079
0.0087	-0.0000	0.0000	0.0000	0.3078
0.0088	-0.0000	0.0000	0.0000	0.3078
0.0090	-0.0000	0.0000	0.0000	0.3077
0.0092	-0.0000	0.0000	0.0000	0.3077
0.0093	-0.0000	0.0000	0.0000	0.3076
0.0095	-0.0000	0.0000	0.0000	0.3076
0.0097	-0.0000	0.0000	0.0000	0.3075
0.0098	-0.0000	0.0000	0.0000	0.3075
0.0100	-0.0000	0.0000	0.0000	0.3074
0.0102	-0.0001	0.0000	0.0000	0.3074
0.0103	-0.0001	0.0000	0.0000	0.3073
0.0105	-0.0001	0.0000	0.0000	0.3073
0.0107	-0.0001	0.0000	0.0000	0.3072
0.0108	-0.0001	0.0000	0.0000	0.3072
0.0110	-0.0001	0.0000	0.0000	0.3071
0.0112	-0.0001	0.0000	0.0000	0.3071
0.0113	-0.0001	0.0000	0.0000	0.3070
0.0115	-0.0001	0.0000	0.0000	0.3070
0.0117	-0.0001	0.0000	0.0000	0.3069
0.0118	-0.0002	0.0000	0.0000	0.3069
0.0120	-0.0002	0.0000	0.0000	0.3069
0.0122	-0.0002	0.0000	0.0000	0.3068
0.0123	-0.0002	0.0000	0.0000	0.3068
0.0125	-0.0002	0.0000	0.0000	0.3067
0.0127	-0.0002	0.0000	0.0000	0.3067
0.0128	-0.0003	0.0000	0.0000	0.3066
0.0130	-0.0003	0.0000	0.0000	0.3066
0.0132	-0.0003	0.0000	0.0000	0.3065
0.0133	-0.0003	0.0000	0.0000	0.3065
0.0135	-0.0004	0.0000	0.0000	0.3064
0.0137	-0.0004	0.0000	0.0000	0.3064
0.0138	-0.0004	0.0000	0.0000	0.3063
0.0140	-0.0004	0.0000	0.0000	0.3063
0.0142	-0.0005	0.0000	0.0000	0.3062
0.0143	-0.0005	0.0000	0.0000	0.3062
0.0145	-0.0005	0.0000	0.0000	0.3061
0.0147	-0.0006	0.0000	0.0000	0.3061
0.0148	-0.0006	0.0000	0.0000	0.3060
0.0150	-0.0006	0.0000	0.0000	0.3060
0.0152	-0.0007	0.0000	0.0000	0.3059
0.0153	-0.0007	0.0000	0.0000	0.3059
0.0155	-0.0008	0.0000	0.0000	0.3058
0.0157	-0.0008	0.0000	0.0000	0.3058
0.0158	-0.0009	0.0000	0.0000	0.3057
0.0160	-0.0009	0.0000	0.0000	0.3057
0.0162	-0.0010	0.0000	0.0000	0.3056
0.0163	-0.0010	0.0000	0.0000	0.3056
0.0165	-0.0011	0.0000	0.0000	0.3055
0.0167	-0.0012	0.0000	0.0000	0.3055
0.0168	-0.0012	0.0000	0.0000	0.3054
0.0170	-0.0013	0.0000	0.0000	0.3054
0.0172	-0.0014	0.0000	0.0000	0.3053
0.0173	-0.0014	0.0000	0.0000	0.3053
0.0175	-0.0015	0.0000	0.0000	0.3052
0.0177	-0.0016	0.0000	0.0000	0.3052
0.0178	-0.0017	0.0000	0.0000	0.3051
0.0180	-0.0018	0.0000	0.0000	0.3051
0.0182	-0.0018	0.0000	0.0000	0.3050
0.0183	-0.0019	0.0000	0.0000	0.3050
0.0185	-0.0020	0.0000	0.0000	0.3049
0.0187	-0.0021	0.0000	0.0000	0.3049
0.0188	-0.0022	0.0000	0.0000	0.3048
0.0190	-0.0023	0.0000	0.0000	0.3048
0.0192	-0.0024	0.0000	0.0000	0.3047
0.0193	-0.0025	0.0000	0.0000	0.3047
0.0195	-0.0026	0.0000	0.0000	0.3046
0.0197	-0.0028	0.0000	0.0000	0.3046
0.0198	-0.0029	0.0000	0.0000	0.3045
0.0200	-0.0030	0.0000	0.0000	0.3045
0.0202	-0.0031	0.0000	0.0000	0.3044
0.0203	-0.0032	0.0000	0.0000	0.3044
0.0205	-0.0034	0.0000	0.0000	0.3043
0.0207	-0.0035	0.0000	0.0000	0.3043
0.0208	-0.0037	0.0000	0.0000	0.3042
0.0210	-0.0038	0.0000	0.0000	0.3042
0.0212	-0.0039	0.0000	0.0000	0.3041
0.0213	-0.0041	0.0000	0.0000	0.3041
0.0215	-0.0043	0.0000	0.0000	0.3040
0.0217	-0.0044	0.0000	0.0000	0.3040
0.0218	-0.0046	0.0000	0.0000	0.3039
0.0220	-0.0047	0.0000	0.0000	0.3039
0.0222	-0.0049	0.0000	0.0000	0.3038
0.0223	-0.0051	0.0000	0.0000	0.3038
0.0225	-0.0053	0.0000	0.0000	0.3037
0.0227	-0.0054	0.0000	0.0000	0.3037
0.0228	-0.0056	0.0000	0.0000	0.3036
0.0230	-0.0058	0.0000	0.0000	0.3036
0.0232	-0.0060	0.0000	0.0000	0.3035
0.0233	-0.0062	0.0000	0.0000	0.3035
0.0235	-0.0064	0.0000	0.0000	0.3034
0.0237	-0.0066	0.0000	0.0000	0.3034
0.0238	-0.0069	0.0000	0.0000	0.3033
0.0240	-0.0071	0.0000	0.0000	0.3033
0.0242	-0.0073	0.0000	0.0000	0.3032
0.0243	-0.0075	0.0000	0.0000	0.3032
0.0245	-0.0078	0.0000	0.0000	0.3031
0.0247	-0.0080	0.0000	0.0000	0.3031
0.0248	-0.0082	0.0000	0.0000	0.3030
0.0250	-0.0085	0.0000	0.0000	0.3030
0.0252	-0.0087	0.0000	0.0000	0.3029
0.0253	-0.0090	0.0000	0.0000	0.3029
0.0255	-0.0093	0.0000	0.0000	0.3028
0.0257	-0.0095	0.0000	0.0000	0.3028
0.0258	-0.0098	0.0000	0.0000	0.3027
0.0260	-0.0101	0.0000	0.0000	0.3027
0.0262	-0.0104	0.0000	0.0000	0.3026
0.0263	-0.0106	0.0000	0.0000	0.3026
0.0265	-0.0109	0.0000	0.0000	0.3025
0.0267	-0.0112	0.0000	0.0000	0.3025
0.0268	-0.0115	0.0000	0.0000	0.3024
0.0270	-0.0118	0.0000	0.0000	0.3024
0.0272	-0.0122	0.0000	0.0000	0.3023
0.0273	-0.0125	0.0000	0.0000	0.3023
0.0275	-0.0128	0.0000	0.0000	0.3022
0.0277	-0.0131	0.0000	0.0000	0.3022
0.0278	-0.0135	0.0000	0.0000	0.3021
0.0280	-0.0138	0.0000	0.0000	0.3021
0.0282	-0.0141	0.0000	0.0000	0.3020
0.0283	-0.0145	0.0000	0.0000	0.3020
0.0285	-0.0148	0.0000	0.0000	0.3019
0.0287	-0.0152	0.0000	0.0000	0.3019
0.0288	-0.0156	0.0000	0.0000	0.3018
0.0290	-0.0160	0.0000	0.0000	0.3018
0.0292	-0.0163	0.0000	0.0000	0.3017
0.0293	-0.0167	0.0000	0.0000	0.3017
0.0295	-0.0171	0.0000	0.0000	0.3016
0.0297	-0.0175	0.0000	0.0001	0.3016
0.0298	-0.0179	0.0000	0.0001	0.3015
0.0300	-0.0183	0.0000	0.0001	0.3015
0.0302	-0.0187	0.0000	0.0001	0.3014
0.0303	-0.0191	0.0000	0.0001	0.3014
0.0305	-0.0196	0.0000	0.0001	0.3013
0.0307	-0.0200	0.0000	0.0001	0.3013
0.0308	-0.0204	0.0000	0.0001	0.3012
0.0310	-0.0209	0.0000	0.0001	0.3012
0.0312	-0.0213	0.0000	0.0001	0.3011
0.0313	-0.0218	0.0000	0.0001	0.3011
0.0315	-0.0222	0.0000	0.0001	0.3010
0.0317	-0.0227	0.0000	0.0001	0.3010
0.0318	-0.0232	0.0000	0.0001	0.3009
0.0320	-0.0236	0.0000	0.0001	0.3009
0.0322	-0.0241	0.0000	0.0001	0.3008
0.0323	-0.0246	0.0000	0.0001	0.3008
0.0325	-0.0251	0.0000	0.0001	0.3007
0.0327	-0.0256	0.0000	0.0001	0.3007
0.0328	-0.0261	0.0000	0.0001	0.3006
0.0330	-0.0266	0.0000	0.0001	0.3005
0.0332	-0.0271	0.0000	0.0001	0.3005
0.0333	-0.0277	0.0000	0.0001	0.3004
0.0335	-0.0282	0.0000	0.0001	0.3004
0.0337	-0.0287	0.0000	0.0001	0.3003
0.0338	-0.0293	0.0000	0.0001	0.3003
0.0340	-0.0298	0.0000	0.0001	0.3002
0.0342	-0.0304	0.0000	0.0001	0.3002
0.0343	-0.0309	0.0000	0.0001	0.3001
0.0345	-0.0315	0.0000	0.0001	0.3001
0.0347	-0.0321	0.0000	0.0001	0.3000
0.0348	-0.0327	0.0000	0.0001	0.3000
0.0350	-0.0332	0.0000	0.0001	0.2999
0.0352	-0.0338	0.0000	0.0001	0.2999
0.0353	-0.0344	0.0000	0.0001	0.2998
0.0355	-0.0350	0.0000	0.0001	0.2998
0.0357	-0.0356	0.0000	0.0001	0.2997
0.0358	-0.0363	0.0000	0.0001	0.2997
0.0360	-0.0369	0.0000	0.0001	0.2996
0.0362	-0.0375	0.0000	0.0001	0.2996
0.0363	-0.0382	0.0001	0.0001	0.2995
0.0365	-0.0388	0.0001	0.0001	0.2995
0.0367	-0.0394	0.0001	0.0001	0.2994
0.0368	-0.0401	0.0001	0.0001	0.2994
0.0370	-0.0408	0.0001	0.0001	0.2993
0.0372	-0.0414	0.0001	0.0001	0.2993
0.0373	-0.0421	0.0001	0.0001	0.2992
0.0375	-0.0428	0.0001	0.0001	0.2992
0.0377	-0.0435	0.0001	0.0001	0.2991
0.0378	-0.0442	0.0001	0.0001	0.2991
0.0380	-0.0449	0.0001	0.0001	0.2990
0.0382	-0.0456	0.0001	0.0001	0.2990
0.0383	-0.0463	0.0001	0.0001	0.2989
0.0385	-0.0470	0.0001	0.0001	0.2989
0.0387	-0.0477	0.0001	0.0001	0.2988
0.0388	-0.0485	0.0001	0.0001	0.2988
0.0390	-0.0492	0.0001	0.0001	0.2987
0.0392	-0.0499	0.0001	0.0001	0.2987
0.0393	-0.0507	0.0001	0.0001	0.2986
0.0395	-0.0514	0.0001	0.0001	0.2986
0.0397	-0.0522	0.0001	0.0001	0.2985
0.0398	-0.0530	0.0001	0.0001	0.2985
0.0400	-0.0537	0.0001	0.0001	0.2984
0.0402	-0.0545	0.0001	0.0001	0.2984
0.0403	-0.0553	0.0001	0.0001	0.2983
0.0405	-0.0561	0.0001	0.0001	0.2983
0.0407	-0.0569	0.0001	0.0001	0.2982
0.0408	-0.0577	0.0001	0.0001	0.2982
0.0410	-0.0585	0.0001	0.0001	0.2981
0.0412	-0.0594	0.0001	0.0001	0.2981
0.0413	-0.0602	0.0001	0.0001	0.2980
0.0415	-0.0610	0.0001	0.0001	0.2980
0.0417	-0.0619	0.0001	0.0001	0.2979
0.0418	-0.0627	0.0001	0.0001	0.2979
0.0420	-0.0636	0.0001	0.0001	0.2978
0.0422	-0.0644	0.0001	0.0001	0.2978
0.0423	-0.0653	0.0001	0.0001	0.2977
0.0425	-0.0662	0.0001	0.0001	0.2977
0.0427	-0.0670	0.0001	0.0001	0.2976
0.0428	-0.0679	0.0001	0.0001	0.2976
0.0430	-0.0688	0.0001	0.0001	0.2975
0.0432	-0.0697	0.0001	0.0001	0.2975
0.0433	-0.0706	0.0001	0.0001	0.2974
0.0435	-0.0715	0.0001	0.0001	0.2974
0.0437	-0.0724	0.0001	0.0001	0.2973
0.0438	-0.0734	0.0001	0.0001	0.2973
0.0440	-0.0743	0.0001	0.0001	0.2972
0.0442	-0.0752	0.0001	0.0001	0.2972
0.0443	-0.0762	0.0001	0.0001	0.2971
0.0445	-0.0771	0.0001	0.0001	0.2971
0.0447	-0.0781	0.0001	0.0001	0.2970
0.0448	-0.0790	0.0001	0.0001	0.2970
0.0450	-0.0800	0.0001	0.0002	0.2969
0.0452	-0.0810	0.0001	0.0002	0.2969
0.0453	-0.0820	0.0001	0.0002	0.2968
0.0455	-0.0829	0.0001	0.0002	0.2968
0.0457	-0.0839	0.0001	0.0002	0.2967
0.0458	-0.0849	0.0001	0.0002	0.2967
0.0460	-0.0859	0.0001	0.0002	0.2966
0.0462	-0.0869	0.0001	0.0002	0.2966
0.0463	-0.0880	0.0001	0.0002	0.2965
0.0465	-0.0890	0.0001	0.0002	0.2965
0.0467	-0.0900	0.0001	0.0002	0.2964
0.0468	-0.0911	0.0001	0.0002	0.2964
0.0470	-0.0921	0.0001	0.0002	0.2963
0.0472	-0.0932	0.0001	0.0002	0.2963
0.0473	-0.0942	0.0001	0.0002	0.2962
0.0475	-0.0953	0.0001	0.0002	0.2962
0.0477	-0.0963	0.0001	0.0002	0.2961
0.0478	-0.0974	0.0001	0.0002	0.2961
0.0480	-0.0985	0.0001	0.0002	0.2960
0.0482	-0.0996	0.0001	0.0002	0.2960
0.0483	-0.1007	0.0001	0.0002	0.2959
0.0485	-0.1018	0.0001	0.0002	0.2959
0.0487	-0.1029	0.0001	0.0002	0.2959
0.0488	-0.1040	0.0001	0.0002	0.2958
0.0490	-0.1051	0.0001	0.0002	0.2958
0.0492	-0.1062	0.0001	0.0002	0.2957
0.0493	-0.1074	0.0001	0.0002	0.2957
0.0495	-0.1085	0.0001	0.0002	0.2956
0.0497	-0.1096	0.0001	0.0002	0.2956
0.0498	-0.1108	0.0001	0.0002	0.2955
0.0500	-0.1120	0.0001	0.0002	0.2955
0.0502	-0.1131	0.0001	0.0002	0.2954
0.0503	-0.1143	0.0002	0.0002	0.2954
0.0505	-0.1155	0.0002	0.0002	0.2953
0.0507	-0.1166	0.0002	0.0002	0.2953
0.0508	-0.1178	0.0002	0.0002	0.2952
0.0510	-0.1190	0.0002	0.0002	0.2952
0.0512	-0.1202	0.0002	0.0002	0.2951
0.0513	-0.1214	0.0002	0.0002	0.2951
0.0515	-0.1226	0.0002	0.0002	0.2950
0.0517	-0.1239	0.0002	0.0002	0.2950
0.0518	-0.1251	0.0002	0.0002	0.2949
0.0520	-0.1263	0.0002	0.0002	0.2949
0.0522	-0.1275	0.0002	0.0002	0.2948
0.0523	-0.1288	0.0002	0.0002	0.2948
0.0525	-0.1300	0.0002	0.0002	0.2947
0.0527	-0.1313	0.0002	0.0002	0.2947
0.0528	-0.1325	0.0002	0.0002	0.2946
0.0530	-0.1338	0.0002	0.0002	0.2946
0.0532	-0.1351	0.0002	0.0002	0.2946
0.0533	-0.1364	0.0002	0.0002	0.2945
0.0535	-0.1376	0.0002	0.0002	0.2945
0.0537	-0.1389	0.0002	0.0002	0.2944
0.0538	-0.1402	0.0002	0.0002	0.2944
0.0540	-0.1415	0.0002	0.0002	0.2943
0.0542	-0.1428	0.0002	0.0002	0.2943
0.0543	-0.1441	0.0002	0.0002	0.2942
0.0545	-0.1455	0.0002	0.0002	0.2942
0.0547	-0.1468	0.0002	0.0002	0.2941
0.0548	-0.1481	0.0002	0.0002	0.2941
0.0550	-0.1495	0.0002	0.0002	0.2940
0.0552	-0.1508	0.0002	0.0002	0.2940
0.0553	-0.1522	0.0002	0.0002	0.2939
0.0555	-0.1535	0.0002	0.0002	0.2939
0.0557	-0.1549	0.0002	0.0002	0.2938
0.0558	-0.1562	0.0002	0.0002	0.2938
0.0560	-0.1576	0.0002	0.0002	0.2938
0.0562	-0.1590	0.0002	0.0002	0.2937
0.0563	-0.1604	0.0002	0.0002	0.2937
0.0565	-0.1618	0.0002	0.0002	0.2936
0.0567	-0.1632	0.0002	0.0002	0.2936
0.0568	-0.1646	0.0002	0.0002	0.2935
0.0570	-0.1660	0.0002	0.0002	0.2935
0.0572	-0.1674	0.0002	0.0002	0.2934
0.0573	-0.1688	0.0002	0.0002	0.2934
0.0575	-0.1702	0.0002	0.0002	0.2933
0.0577	-0.1716	0.0002	0.0002	0.2933
0.0578	-0.1731	0.0002	0.0003	0.2932
0.0580	-0.1745	0.0002	0.0003	0.2932
0.0582	-0.1760	0.0002	0.0003	0.2931
0.0583	-0.1774	0.0002	0.0003	0.2931
0.0585	-0.1789	0.0002	0.0003	0.2931
0.0587	-0.1803	0.0002	0.0003	0.2930
0.0588	-0.1818	0.0002	0.0003	0.2930
0.0590	-0.1833	0.0002	0.0003	0.2929
0.0592	-0.1848	0.0002	0.0003	0.2929
0.0593	-0.1863	0.0002	0.0003	0.2928
0.0595	-0.1877	0.0002	0.0003	0.2928
0.0597	-0.1892	0.0002	0.0003	0.2927
0.0598	-0.1907	0.0003	0.0003	0.2927
0.0600	-0.1923	0.0003	0.0003	0.2926
0.0602	-0.1938	0.0003	0.0003	0.2926
0.0603	-0.1953	0.0003	0.0003	0.2925
0.0605	-0.1968	0.0003	0.0003	0.2925
0.0607	-0.1983	0.0003	0.0003	0.2925
0.0608	-0.1999	0.0003	0.0003	0.2924
0.0610	-0.2014	0.0003	0.0003	0.2924
0.0612	-0.2030	0.0003	0.0003	0.2923
0.0613	-0.2045	0.0003	0.0003	0.2923
0.0615	-0.2061	0.0003	0.0003	0.2922
0.0617	-0.2077	0.0003	0.0003	0.2922
0.0618	-0.2092	0.0003	0.0003	0.2921
0.0620	-0.2108	0.0003	0.0003	0.2921
0.0622	-0.2124	0.0003	0.0003	0.2920
0.0623	-0.2140	0.0003	0.0003	0.2920
0.0625	-0.2156	0.0003	0.0003	0.2920
0.0627	-0.2171	0.0003	0.0003	0.2919
0.0628	-0.2187	0.0003	0.0003	0.2919
0.0630	-0.2204	0.0003	0.0003	0.2918
0.0632	-0.2220	0.0003	0.0003	0.2918
0.0633	-0.2236	0.0003	0.0003	0.2917
0.0635	-0.2252	0.0003	0.0003	0.2917
0.0637	-0.2268	0.0003	0.0003	0.2916
0.0638	-0.2285	0.0003	0.0003	0.2916
0.0640	-0.2301	0.0003	0.0003	0.2916
0.0642	-0.2318	0.0003	0.0003	0.2915
0.0643	-0.2334	0.0003	0.0003	0.2915
0.0645	-0.2351	0.0003	0.0003	0.2914
0.0647	-0.2367	0.0003	0.0003	0.2914
0.0648	-0.2384	0.0003	0.0003	0.2913
0.0650	-0.2401	0.0003	0.0003	0.2913
0.0652	-0.2417	0.0003	0.0003	0.2912
0.0653	-0.2434	0.0003	0.0003	0.2912
0.0655	-0.2451	0.0003	0.0003	0.2912
0.0657	-0.2468	0.0003	0.0003	0.2911
0.0658	-0.2485	0.0003	0.0003	0.2911
0.0660	-0.2502	0.0003	0.0003	0.2910
0.0662	-0.2519	0.0003	0.0003	0.2910
0.0663	-0.2536	0.0003	0.0003	0.2909
0.0665	-0.2553	0.0003	0.0003	0.2909
0.0667	-0.2570	0.0003	0.0003	0.2909
0.0668	-0.2588	0.0003	0.0003	0.2908
0.0670	-0.2605	0.0003	0.0003	0.2908
0.0672	-0.2622	0.0003	0.0003	0.2907
0.0673	-0.2640	0.0003	0.0003	0.2907
0.0675	-0.2657	0.0003	0.0003	0.2906
0.0677	-0.2675	0.0004	0.0003	0.2906
0.0678	-0.2692	0.0004	0.0003	0.2905
0.0680	-0.2710	0.0004	0.0003	0.2905
0.0682	-0.2728	0.0004	0.0003	0.2905
0.0683	-0.2745	0.0004	0.0003	0.2904
0.0685	-0.2763	0.0004	0.0003	0.2904
0.0687	-0.2781	0.0004	0.0003	0.2903
0.0688	-0.2799	0.0004	0.0003	0.2903
0.0690	-0.2817	0.0004	0.0003	0.2902
0.0692	-0.2835	0.0004	0.0003	0.2902
0.0693	-0.2853	0.0004	0.0003	0.2902
0.0695	-0.2871	0.0004	0.0003	0.2901
0.0697	-0.2889	0.0004	0.0003	0.2901
0.0698	-0.2907	0.0004	0.0003	0.2900
0.0700	-0.2925	0.0004	0.0003	0.2900
0.0702	-0.2943	0.0004	0.0003	0.2899
0.0703	-0.2962	0.0004	0.0004	0.2899
0.0705	-0.2980	0.0004	0.0004	0.2899
0.0707	-0.2998	0.0004	0.0004	0.2898
0.0708	-0.3017	0.0004	0.0004	0.2898
0.0710	-0.3035	0.0004	0.0004	0.2897
0.0712	-0.3054	0.0004	0.0004	0.2897
0.0713	-0.3073	0.0004	0.0004	0.2896
0.0715	-0.3091	0.0004	0.0004	0.2896
0.0717	-0.3110	0.0004	0.0004	0.2896
0.0718	-0.3129	0.0004	0.0004	0.2895
0.0720	-0.3147	0.0004	0.0004	0.2895
0.0722	-0.3166	0.0004	0.0004	0.2894
0.0723	-0.3185	0.0004	0.0004	0.2894
0.0725	-0.3204	0.0004	0.0004	0.2893
0.0727	-0.3223	0.0004	0.0004	0.2893
0.0728	-0.3242	0.0004	0.0004	0.2893
0.0730	-0.3261	0.0004	0.0004	0.2892
0.0732	-0.3280	0.0004	0.0004	0.2892
0.0733	-0.3299	0.0004	0.0004	0.2891
0.0735	-0.3318	0.0004	0.0004	0.2891
0.0737	-0.3338	0.0004	0.0004	0.2891
0.0738	-0.3357	0.0004	0.0004	0.2890
0.0740	-0.3376	0.0004	0.0004	0.2890
0.0742	-0.3396	0.0004	0.0004	0.2889
0.0743	-0.3415	0.0004	0.0004	0.2889
0.0745	-0.3435	0.0004	0.0004	0.2888
0.0747	-0.3454	0.0005	0.0004	0.2888
0.0748	-0.3474	0.0005	0.0004	0.2888
0.0750	-0.3493	0.0005	0.0004	0.2887
0.0752	-0.3513	0.0005	0.0004	0.2887
0.0753	-0.3532	0.0005	0.0004	0.2886
0.0755	-0.3552	0.0005	0.0004	0.2886
0.0757	-0.3572	0.0005	0.0004	0.2886
0.0758	-0.3592	0.0005	0.0004	0.2885
0.0760	-0.3612	0.0005	0.0004	0.2885
0.0762	-0.3632	0.0005	0.0004	0.2884
0.0763	-0.3652	0.0005	0.0004	0.2884
0.0765	-0.3672	0.0005	0.0004	0.2884
0.0767	-0.3692	0.0005	0.0004	0.2883
0.0768	-0.3712	0.0005	0.0004	0.2883
0.0770	-0.3732	0.0005	0.0004	0.2882
0.0772	-0.3752	0.0005	0.0004	0.2882
0.0773	-0.3772	0.0005	0.0004	0.2882
0.0775	-0.3792	0.0005	0.0004	0.2881
0.0777	-0.3813	0.0005	0.0004	0.2881
0.0778	-0.3833	0.0005	0.0004	0.2880
0.0780	-0.3853	0.0005	0.0004	0.2880
0.0782	-0.3874	0.0005	0.0004	0.2879
0.0783	-0.3894	0.0005	0.0004	0.2879
0.0785	-0.3915	0.0005	0.0004	0.2879
0.0787	-0.3935	0.0005	0.0004	0.2878
0.0788	-0.3956	0.0005	0.0004	0.2878
0.0790	-0.3977	0.0005	0.0004	0.2877
0.0792	-0.3997	0.0005	0.0004	0.2877
0.0793	-0.4018	0.0005	0.0004	0.2877
0.0795	-0.4039	0.0005	0.0004	0.2876
0.0797	-0.4060	0.0005	0.0004	0.2876
0.0798	-0.4080	0.0005	0.0004	0.2875
0.0800	-0.4101	0.0005	0.0004	0.2875
0.0802	-0.4122	0.0005	0.0004	0.2875
0.0803	-0.4143	0.0005	0.0004	0.2874
0.0805	-0.4164	0.0005	0.0004	0.2874
0.0807	-0.4185	0.0005	0.0004	0.2874
0.0808	-0.4206	0.0005	0.0004	0.2873
0.0810	-0.4227	0.0006	0.0004	0.2873
0.0812	-0.4249	0.0006	0.0004	0.2872
0.0813	-0.4270	0.0006	0.0004	0.2872
0.0815	-0.4291	0.0006	0.0004	0.2872
0.0817	-0.4312	0.0006	0.0004	0.2871
0.0818	-0.4334	0.0006	0.0004	0.2871
0.0820	-0.4355	0.0006	0.0004	0.2870
0.0822	-0.4376	0.0006	0.0004	0.2870
0.0823	-0.4398	0.0006	0.0004	0.2870
0.0825	-0.4419	0.0006	0.0004	0.2869
0.0827	-0.4441	0.0006	0.0004	0.2869
0.0828	-0.4462	0.0006	0.0004	0.2868
0.0830	-0.4484	0.0006	0.0004	0.2868
0.0832	-0.4506	0.0006	0.0004	0.2868
0.0833	-0.4527	0.0006	0.0004	0.2867
0.0835	-0.4549	0.0006	0.0005	0.2867
0.0837	-0.4571	0.0006	0.0005	0.2866
0.0838	-0.4593	0.0006	0.0005	0.2866
0.0840	-0.4614	0.0006	0.0005	0.2866
0.0842	-0.4636	0.0006	0.0005	0.2865
0.0843	-0.4658	0.0006	0.0005	0.2865
0.0845	-0.4680	0.0006	0.0005	0.2865
0.0847	-0.4702	0.0006	0.0005	0.2864
0.0848	-0.4724	0.0006	0.0005	0.2864
0.0850	-0.4746	0.0006	0.0005	0.2863
0.0852	-0.4768	0.0006	0.0005	0.2863
0.0853	-0.4790	0.0006	0.0005	0.2863
0.0855	-0.4813	0.0006	0.0005	0.2862
0.0857	-0.4835	0.0006	0.0005	0.2862
0.0858	-0.4857	0.0006	0.0005	0.2861
0.0860	-0.4879	0.0006	0.0005	0.2861
0.0862	-0.4902	0.0006	0.0005	0.2861
0.0863	-0.4924	0.0006	0.0005	0.2860
0.0865	-0.4946	0.0006	0.0005	0.2860
0.0867	-0.4969	0.0006	0.0005	0.2860
0.0868	-0.4991	0.0006	0.0005	0.2859
0.0870	-0.5014	0.0007	0.0005	0.2859
0.0872	-0.5036	0.0007	0.0005	0.2858
0.0873	-0.5059	0.0007	0.0005	0.2858
0.0875	-0.5081	0.0007	0.0005	0.2858
0.0877	-0.5104	0.0007	0.0005	0.2857
0.0878	-0.5127	0.0007	0.0005	0.2857
0.0880	-0.5149	0.0007	0.0005	0.2857
0.0882	-0.5172	0.0007	0.0005	0.2856
0.0883	-0.5195	0.0007	0.0005	0.2856
0.0885	-0.5218	0.0007	0.0005	0.2855
0.0887	-0.5241	0.0007	0.0005	0.2855
0.0888	-0.5264	0.0007	0.0005	0.2855
0.0890	-0.5287	0.0007	0.0005	0.2854
0.0892	-0.5310	0.0007	0.0005	0.2854
0.0893	-0.5333	0.0007	0.0005	0.2854
