# E [MeV]	delta_l [deg]
14.0600	27.2277
14.0700	27.1892
14.0800	27.1508
14.0900	27.1124
14.1000	27.0741
14.1100	27.0358
14.1200	26.9975
14.1300	26.9593
14.1400	26.9210
14.1500	26.8829
14.1600	26.8447
14.1700	26.8066
14.1800	26.7685
14.1900	26.7304
14.2000	26.6924
14.2100	26.6544
14.2200	26.6164
14.2300	26.5785
14.2400	26.5406
14.2500	26.5027
14.2600	26.4648
14.2700	26.4270
14.2800	26.3892
14.2900	26.3515
14.3000	26.3137
14.3100	26.2760
14.3200	26.2384
14.3300	26.2007
14.3400	26.1631
14.3500	26.1255
14.3600	26.0880
14.3700	26.0505
14.3800	26.0130
14.3900	25.9755
14.4000	25.9381
14.4100	25.9007
14.4200	25.8633
14.4300	25.8260
14.4400	25.7887
14.4500	25.7514
14.4600	25.7141
14.4700	25.6769
14.4800	25.6397
14.4900	25.6025
14.5000	25.5654
14.5100	25.5283
14.5200	25.4912
14.5300	25.4541
14.5400	25.4171
14.5500	25.3801
14.5600	25.3432
14.5700	25.3062
14.5800	25.2693
14.5900	25.2324
14.6000	25.1956
14.6100	25.1588
14.6200	25.1220
14.6300	25.0852
14.6400	25.0485
14.6500	25.0118
14.6600	24.9751
14.6700	24.9384
14.6800	24.9018
14.6900	24.8652
14.7000	24.8287
14.7100	24.7921
14.7200	24.7556
14.7300	24.7191
14.7400	24.6827
14.7500	24.6462
14.7600	24.6099
14.7700	24.5735
14.7800	24.5371
14.7900	24.5008
14.8000	24.4645
14.8100	24.4283
14.8200	24.3920
14.8300	24.3558
14.8400	24.3197
14.8500	24.2835
14.8600	24.2474
14.8700	24.2113
14.8800	24.1752
14.8900	24.1392
14.9000	24.1032
14.9100	24.0672
14.9200	24.0312
14.9300	23.9953
14.9400	23.9594
14.9500	23.9235
14.9600	23.8877
14.9700	23.8518
14.9800	23.8160
14.9900	23.7803
15.0000	23.7445
15.0100	23.7088
15.0200	23.6731
15.0300	23.6375
15.0400	23.6018
15.0500	23.5662
15.0600	23.5306
15.0700	23.4951
15.0800	23.4595
15.0900	23.4240
15.1000	23.3886
15.1100	23.3531
15.1200	23.3177
15.1300	23.2823
15.1400	23.2469
15.1500	23.2116
15.1600	23.1762
15.1700	23.1409
15.1800	23.1057
15.1900	23.0704
15.2000	23.0352
15.2100	23.0000
15.2200	22.9649
15.2300	22.9297
15.2400	22.8946
15.2500	22.8595
15.2600	22.8245
15.2700	22.7894
15.2800	22.7544
15.2900	22.7194
15.3000	22.6845
15.3100	22.6495
15.3200	22.6146
15.3300	22.5797
15.3400	22.5449
15.3500	22.5100
15.3600	22.4752
15.3700	22.4405
15.3800	22.4057
15.3900	22.3710
15.4000	22.3363
15.4100	22.3016
15.4200	22.2669
15.4300	22.2323
15.4400	22.1977
15.4500	22.1631
15.4600	22.1285
15.4700	22.0940
15.4800	22.0595
15.4900	22.0250
15.5000	21.9906
15.5100	21.9561
15.5200	21.9217
15.5300	21.8873
15.5400	21.8530
15.5500	21.8186
15.5600	21.7843
15.5700	21.7500
15.5800	21.7158
15.5900	21.6815
15.6000	21.6473
15.6100	21.6131
15.6200	21.5790
15.6300	21.5448
15.6400	21.5107
15.6500	21.4766
15.6600	21.4425
15.6700	21.4085
15.6800	21.3745
15.6900	21.3405
15.7000	21.3065
15.7100	21.2725
15.7200	21.2386
15.7300	21.2047
15.7400	21.1708
15.7500	21.1370
15.7600	21.1031
15.7700	21.0693
15.7800	21.0356
15.7900	21.0018
15.8000	20.9681
15.8100	20.9343
15.8200	20.9007
15.8300	20.8670
15.8400	20.8333
15.8500	20.7997
15.8600	20.7661
15.8700	20.7326
15.8800	20.6990
15.8900	20.6655
15.9000	20.6320
15.9100	20.5985
15.9200	20.5650
15.9300	20.5316
15.9400	20.4982
15.9500	20.4648
15.9600	20.4314
15.9700	20.3981
15.9800	20.3648
15.9900	20.3315
16.0000	20.2982
16.0100	20.2649
16.0200	20.2317
16.0300	20.1985
16.0400	20.1653
16.0500	20.1322
16.0600	20.0990
16.0700	20.0659
16.0800	20.0328
16.0900	19.9997
16.1000	19.9667
16.1100	19.9337
16.1200	19.9007
16.1300	19.8677
16.1400	19.8347
16.1500	19.8018
16.1600	19.7689
16.1700	19.7360
16.1800	19.7031
16.1900	19.6702
16.2000	19.6374
16.2100	19.6046
16.2200	19.5718
16.2300	19.5391
16.2400	19.5063
16.2500	19.4736
16.2600	19.4409
16.2700	19.4082
16.2800	19.3756
16.2900	19.3430
16.3000	19.3103
16.3100	19.2778
16.3200	19.2452
16.3300	19.2126
16.3400	19.1801
16.3500	19.1476
16.3600	19.1151
16.3700	19.0827
16.3800	19.0502
16.3900	19.0178
16.4000	18.9854
16.4100	18.9531
16.4200	18.9207
16.4300	18.8884
16.4400	18.8561
16.4500	18.8238
16.4600	18.7915
16.4700	18.7593
16.4800	18.7270
16.4900	18.6948
16.5000	18.6627
16.5100	18.6305
16.5200	18.5984
16.5300	18.5662
16.5400	18.5341
16.5500	18.5021
16.5600	18.4700
16.5700	18.4380
16.5800	18.4059
16.5900	18.3740
16.6000	18.3420
16.6100	18.3100
16.6200	18.2781
16.6300	18.2462
16.6400	18.2143
16.6500	18.1824
16.6600	18.1506
16.6700	18.1187
16.6800	18.0869
16.6900	18.0551
16.7000	18.0234
16.7100	17.9916
16.7200	17.9599
16.7300	17.9282
16.7400	17.8965
16.7500	17.8648
16.7600	17.8332
16.7700	17.8015
16.7800	17.7699
16.7900	17.7383
16.8000	17.7068
16.8100	17.6752
16.8200	17.6437
16.8300	17.6122
16.8400	17.5807
16.8500	17.5492
16.8600	17.5178
16.8700	17.4864
16.8800	17.4549
16.8900	17.4236
16.9000	17.3922
16.9100	17.3608
16.9200	17.3295
16.9300	17.2982
16.9400	17.2669
16.9500	17.2356
16.9600	17.2044
16.9700	17.1732
16.9800	17.1419
16.9900	17.1107
17.0000	17.0796
17.0100	17.0484
17.0200	17.0173
17.0300	16.9862
17.0400	16.9551
17.0500	16.9240
17.0600	16.8929
17.0700	16.8619
17.0800	16.8309
17.0900	16.7999
17.1000	16.7689
17.1100	16.7379
17.1200	16.7070
17.1300	16.6761
17.1400	16.6452
17.1500	16.6143
17.1600	16.5834
17.1700	16.5526
17.1800	16.5217
17.1900	16.4909
17.2000	16.4601
17.2100	16.4294
17.2200	16.3986
17.2300	16.3679
17.2400	16.3371
17.2500	16.3064
17.2600	16.2758
17.2700	16.2451
17.2800	16.2145
17.2900	16.1838
17.3000	16.1532
17.3100	16.1226
17.3200	16.0921
17.3300	16.0615
17.3400	16.0310
17.3500	16.0005
17.3600	15.9700
17.3700	15.9395
17.3800	15.9091
17.3900	15.8786
17.4000	15.8482
17.4100	15.8178
17.4200	15.7874
17.4300	15.7570
17.4400	15.7267
17.4500	15.6964
17.4600	15.6660
17.4700	15.6358
17.4800	15.6055
17.4900	15.5752
17.5000	15.5450
17.5100	15.5148
17.5200	15.4845
17.5300	15.4544
17.5400	15.4242
17.5500	15.3940
17.5600	15.3639
17.5700	15.3338
17.5800	15.3037
17.5900	15.2736
17.6000	15.2435
17.6100	15.2135
17.6200	15.1835
17.6300	15.1535
17.6400	15.1235
17.6500	15.0935
17.6600	15.0635
17.6700	15.0336
17.6800	15.0037
17.6900	14.9738
17.7000	14.9439
17.7100	14.9140
17.7200	14.8842
17.7300	14.8543
17.7400	14.8245
17.7500	14.7947
17.7600	14.7649
17.7700	14.7352
17.7800	14.7054
17.7900	14.6757
17.8000	14.6460
17.8100	14.6163
17.8200	14.5866
17.8300	14.5569
17.8400	14.5273
17.8500	14.4977
17.8600	14.4680
17.8700	14.4384
17.8800	14.4089
17.8900	14.3793
17.9000	14.3498
17.9100	14.3202
17.9200	14.2907
17.9300	14.2612
17.9400	14.2318
17.9500	14.2023
17.9600	14.1729
17.9700	14.1434
17.9800	14.1140
17.9900	14.0846
18.0000	14.0552
18.0100	14.0259
18.0200	13.9965
18.0300	13.9672
18.0400	13.9379
18.0500	13.9086
18.0600	13.8793
18.0700	13.8501
18.0800	13.8208
18.0900	13.7916
18.1000	13.7624
18.1100	13.7332
18.1200	13.7040
18.1300	13.6749
18.1400	13.6457
18.1500	13.6166
18.1600	13.5875
18.1700	13.5584
18.1800	13.5293
18.1900	13.5002
18.2000	13.4712
18.2100	13.4421
18.2200	13.4131
18.2300	13.3841
18.2400	13.3551
18.2500	13.3262
18.2600	13.2972
18.2700	13.2683
18.2800	13.2394
18.2900	13.2105
18.3000	13.1816
18.3100	13.1527
18.3200	13.1238
18.3300	13.0950
18.3400	13.0662
18.3500	13.0374
18.3600	13.0086
18.3700	12.9798
18.3800	12.9510
18.3900	12.9223
18.4000	12.8936
18.4100	12.8648
18.4200	12.8361
18.4300	12.8075
18.4400	12.7788
18.4500	12.7501
18.4600	12.7215
18.4700	12.6929
18.4800	12.6643
18.4900	12.6357
18.5000	12.6071
18.5100	12.5786
18.5200	12.5500
18.5300	12.5215
18.5400	12.4930
18.5500	12.4645
18.5600	12.4360
18.5700	12.4075
18.5800	12.3791
18.5900	12.3506
18.6000	12.3222
18.6100	12.2938
18.6200	12.2654
18.6300	12.2370
18.6400	12.2087
18.6500	12.1803
18.6600	12.1520
18.6700	12.1237
18.6800	12.0954
18.6900	12.0671
18.7000	12.0388
18.7100	12.0106
18.7200	11.9823
18.7300	11.9541
18.7400	11.9259
18.7500	11.8977
18.7600	11.8695
18.7700	11.8414
18.7800	11.8132
18.7900	11.7851
18.8000	11.7570
18.8100	11.7289
18.8200	11.7008
18.8300	11.6727
18.8400	11.6446
18.8500	11.6166
18.8600	11.5885
18.8700	11.5605
18.8800	11.5325
18.8900	11.5045
18.9000	11.4766
18.9100	11.4486
18.9200	11.4207
18.9300	11.3927
18.9400	11.3648
18.9500	11.3369
18.9600	11.3090
18.9700	11.2812
18.9800	11.2533
18.9900	11.2255
19.0000	11.1976
19.0100	11.1698
19.0200	11.1420
19.0300	11.1142
19.0400	11.0864
19.0500	11.0587
19.0600	11.0309
19.0700	11.0032
19.0800	10.9755
19.0900	10.9478
19.1000	10.9201
19.1100	10.8924
19.1200	10.8648
19.1300	10.8371
19.1400	10.8095
19.1500	10.7819
19.1600	10.7543
19.1700	10.7267
19.1800	10.6991
19.1900	10.6716
19.2000	10.6440
19.2100	10.6165
19.2200	10.5890
19.2300	10.5615
19.2400	10.5340
19.2500	10.5065
19.2600	10.4791
19.2700	10.4516
19.2800	10.4242
19.2900	10.3967
19.3000	10.3693
19.3100	10.3419
19.3200	10.3146
19.3300	10.2872
19.3400	10.2599
19.3500	10.2325
19.3600	10.2052
19.3700	10.1779
19.3800	10.1506
19.3900	10.1233
19.4000	10.0960
19.4100	10.0688
19.4200	10.0415
19.4300	10.0143
19.4400	9.9871
19.4500	9.9599
19.4600	9.9327
19.4700	9.9055
19.4800	9.8784
19.4900	9.8512
19.5000	9.8241
19.5100	9.7970
19.5200	9.7699
19.5300	9.7428
19.5400	9.7157
19.5500	9.6886
19.5600	9.6616
19.5700	9.6345
19.5800	9.6075
19.5900	9.5805
19.6000	9.5535
19.6100	9.5265
19.6200	9.4995
19.6300	9.4725
19.6400	9.4456
19.6500	9.4187
19.6600	9.3917
19.6700	9.3648
19.6800	9.3379
19.6900	9.3111
19.7000	9.2842
19.7100	9.2573
19.7200	9.2305
19.7300	9.2036
19.7400	9.1768
19.7500	9.1500
19.7600	9.1232
19.7700	9.0965
19.7800	9.0697
19.7900	9.0429
19.8000	9.0162
19.8100	8.9895
19.8200	8.9628
19.8300	8.9361
19.8400	8.9094
19.8500	8.8827
19.8600	8.8560
19.8700	8.8294
19.8800	8.8027
19.8900	8.7761
19.9000	8.7495
19.9100	8.7229
19.9200	8.6963
19.9300	8.6697
19.9400	8.6432
19.9500	8.6166
19.9600	8.5901
19.9700	8.5636
19.9800	8.5371
19.9900	8.5106
20.0000	8.4841
