# E [MeV]	delta_l [deg]
13.7000	-25.2291
13.7100	-25.2894
13.7200	-25.3497
13.7300	-25.4099
13.7400	-25.4700
13.7500	-25.5302
13.7600	-25.5902
13.7700	-25.6502
13.7800	-25.7102
13.7900	-25.7701
13.8000	-25.8300
13.8100	-25.8899
13.8200	-25.9496
13.8300	-26.0094
13.8400	-26.0691
13.8500	-26.1288
13.8600	-26.1884
13.8700	-26.2479
13.8800	-26.3074
13.8900	-26.3669
13.9000	-26.4264
13.9100	-26.4857
13.9200	-26.5451
13.9300	-26.6044
13.9400	-26.6636
13.9500	-26.7228
13.9600	-26.7820
13.9700	-26.8411
13.9800	-26.9002
13.9900	-26.9592
14.0000	-27.0182
14.0100	-27.0771
14.0200	-27.1360
14.0300	-27.1949
14.0400	-27.2537
14.0500	-27.3124
14.0600	-27.3711
14.0700	-27.4298
14.0800	-27.4884
14.0900	-27.5470
14.1000	-27.6056
14.1100	-27.6641
14.1200	-27.7225
14.1300	-27.7809
14.1400	-27.8393
14.1500	-27.8976
14.1600	-27.9559
14.1700	-28.0141
14.1800	-28.0723
14.1900	-28.1304
14.2000	-28.1885
14.2100	-28.2466
14.2200	-28.3046
14.2300	-28.3626
14.2400	-28.4205
14.2500	-28.4784
14.2600	-28.5362
14.2700	-28.5940
14.2800	-28.6517
14.2900	-28.7095
14.3000	-28.7671
14.3100	-28.8247
14.3200	-28.8823
14.3300	-28.9399
14.3400	-28.9973
14.3500	-29.0548
14.3600	-29.1122
14.3700	-29.1696
14.3800	-29.2269
14.3900	-29.2842
14.4000	-29.3414
14.4100	-29.3986
14.4200	-29.4557
14.4300	-29.5128
14.4400	-29.5699
14.4500	-29.6269
14.4600	-29.6839
14.4700	-29.7408
14.4800	-29.7977
14.4900	-29.8546
14.5000	-29.9114
14.5100	-29.9681
14.5200	-30.0249
14.5300	-30.0815
14.5400	-30.1382
14.5500	-30.1948
14.5600	-30.2513
14.5700	-30.3078
14.5800	-30.3643
14.5900	-30.4207
14.6000	-30.4771
14.6100	-30.5335
14.6200	-30.5898
14.6300	-30.6460
14.6400	-30.7022
14.6500	-30.7584
14.6600	-30.8146
14.6700	-30.8707
14.6800	-30.9267
14.6900	-30.9827
14.7000	-31.0387
14.7100	-31.0946
14.7200	-31.1505
14.7300	-31.2063
14.7400	-31.2621
14.7500	-31.3179
14.7600	-31.3736
14.7700	-31.4293
14.7800	-31.4849
14.7900	-31.5405
14.8000	-31.5961
14.8100	-31.6516
14.8200	-31.7070
14.8300	-31.7625
14.8400	-31.8179
14.8500	-31.8732
14.8600	-31.9285
14.8700	-31.9838
14.8800	-32.0390
14.8900	-32.0942
14.9000	-32.1493
14.9100	-32.2044
14.9200	-32.2595
14.9300	-32.3145
14.9400	-32.3695
14.9500	-32.4244
14.9600	-32.4793
14.9700	-32.5342
14.9800	-32.5890
14.9900	-32.6438
15.0000	-32.6985
15.0100	-32.7532
15.0200	-32.8079
15.0300	-32.8625
15.0400	-32.9171
15.0500	-32.9716
15.0600	-33.0261
15.0700	-33.0806
15.0800	-33.1350
15.0900	-33.1893
15.1000	-33.2437
15.1100	-33.2980
15.1200	-33.3522
15.1300	-33.4064
15.1400	-33.4606
15.1500	-33.5147
15.1600	-33.5688
15.1700	-33.6229
15.1800	-33.6769
15.1900	-33.7309
15.2000	-33.7848
15.2100	-33.8387
15.2200	-33.8926
15.2300	-33.9464
15.2400	-34.0002
15.2500	-34.0539
15.2600	-34.1076
15.2700	-34.1613
15.2800	-34.2149
15.2900	-34.2685
15.3000	-34.3220
15.3100	-34.3755
15.3200	-34.4290
15.3300	-34.4824
15.3400	-34.5358
15.3500	-34.5891
15.3600	-34.6424
15.3700	-34.6957
15.3800	-34.7489
15.3900	-34.8021
15.4000	-34.8553
15.4100	-34.9084
15.4200	-34.9614
15.4300	-35.0145
15.4400	-35.0675
15.4500	-35.1204
15.4600	-35.1733
15.4700	-35.2262
15.4800	-35.2791
15.4900	-35.3319
15.5000	-35.3846
15.5100	-35.4373
15.5200	-35.4900
15.5300	-35.5427
15.5400	-35.5953
15.5500	-35.6479
15.5600	-35.7004
15.5700	-35.7529
15.5800	-35.8053
15.5900	-35.8577
15.6000	-35.9101
15.6100	-35.9625
15.6200	-36.0148
15.6300	-36.0670
15.6400	-36.1193
15.6500	-36.1714
15.6600	-36.2236
15.6700	-36.2757
15.6800	-36.3278
15.6900	-36.3798
15.7000	-36.4318
15.7100	-36.4838
15.7200	-36.5357
15.7300	-36.5876
15.7400	-36.6394
15.7500	-36.6912
15.7600	-36.7430
15.7700	-36.7947
15.7800	-36.8464
15.7900	-36.8981
15.8000	-36.9497
15.8100	-37.0013
15.8200	-37.0528
15.8300	-37.1043
15.8400	-37.1558
15.8500	-37.2072
15.8600	-37.2586
15.8700	-37.3100
15.8800	-37.3613
15.8900	-37.4126
15.9000	-37.4638
15.9100	-37.5151
15.9200	-37.5662
15.9300	-37.6174
15.9400	-37.6685
15.9500	-37.7195
15.9600	-37.7706
15.9700	-37.8215
15.9800	-37.8725
15.9900	-37.9234
16.0000	-37.9743
16.0100	-38.0251
16.0200	-38.0759
16.0300	-38.1267
16.0400	-38.1774
16.0500	-38.2281
16.0600	-38.2788
16.0700	-38.3294
16.0800	-38.3800
16.0900	-38.4305
16.1000	-38.4810
16.1100	-38.5315
16.1200	-38.5819
16.1300	-38.6323
16.1400	-38.6827
16.1500	-38.7330
16.1600	-38.7833
16.1700	-38.8336
16.1800	-38.8838
16.1900	-38.9340
16.2000	-38.9841
16.2100	-39.0342
16.2200	-39.0843
16.2300	-39.1343
16.2400	-39.1843
16.2500	-39.2343
16.2600	-39.2842
16.2700	-39.3341
16.2800	-39.3840
16.2900	-39.4338
16.3000	-39.4836
16.3100	-39.5334
16.3200	-39.5831
16.3300	-39.6327
16.3400	-39.6824
16.3500	-39.7320
16.3600	-39.7816
16.3700	-39.8311
16.3800	-39.8806
16.3900	-39.9301
16.4000	-39.9795
16.4100	-40.0289
16.4200	-40.0782
16.4300	-40.1276
16.4400	-40.1769
16.4500	-40.2261
16.4600	-40.2753
16.4700	-40.3245
16.4800	-40.3736
16.4900	-40.4228
16.5000	-40.4718
16.5100	-40.5209
16.5200	-40.5699
16.5300	-40.6188
16.5400	-40.6678
16.5500	-40.7167
16.5600	-40.7655
16.5700	-40.8144
16.5800	-40.8632
16.5900	-40.9119
16.6000	-40.9607
16.6100	-41.0093
16.6200	-41.0580
16.6300	-41.1066
16.6400	-41.1552
16.6500	-41.2038
16.6600	-41.2523
16.6700	-41.3008
16.6800	-41.3492
16.6900	-41.3976
16.7000	-41.4460
16.7100	-41.4943
16.7200	-41.5426
16.7300	-41.5909
16.7400	-41.6391
16.7500	-41.6874
16.7600	-41.7355
16.7700	-41.7837
16.7800	-41.8318
16.7900	-41.8798
16.8000	-41.9279
16.8100	-41.9759
16.8200	-42.0238
16.8300	-42.0717
16.8400	-42.1196
16.8500	-42.1675
16.8600	-42.2153
16.8700	-42.2631
16.8800	-42.3109
16.8900	-42.3586
16.9000	-42.4063
16.9100	-42.4540
16.9200	-42.5016
16.9300	-42.5492
16.9400	-42.5967
16.9500	-42.6442
16.9600	-42.6917
16.9700	-42.7392
16.9800	-42.7866
16.9900	-42.8340
17.0000	-42.8813
17.0100	-42.9287
17.0200	-42.9760
17.0300	-43.0232
17.0400	-43.0704
17.0500	-43.1176
17.0600	-43.1648
17.0700	-43.2119
17.0800	-43.2590
17.0900	-43.3060
17.1000	-43.3530
17.1100	-43.4000
17.1200	-43.4470
17.1300	-43.4939
17.1400	-43.5408
17.1500	-43.5876
17.1600	-43.6344
17.1700	-43.6812
17.1800	-43.7280
17.1900	-43.7747
17.2000	-43.8214
17.2100	-43.8680
17.2200	-43.9146
17.2300	-43.9612
17.2400	-44.0078
17.2500	-44.0543
17.2600	-44.1008
17.2700	-44.1472
17.2800	-44.1937
17.2900	-44.2400
17.3000	-44.2864
17.3100	-44.3327
17.3200	-44.3790
17.3300	-44.4253
17.3400	-44.4715
17.3500	-44.5177
17.3600	-44.5638
17.3700	-44.6100
17.3800	-44.6561
17.3900	-44.7021
17.4000	-44.7481
17.4100	-44.7941
17.4200	-44.8401
17.4300	-44.8860
17.4400	-44.9319
17.4500	-44.9778
17.4600	-45.0236
17.4700	-45.0694
17.4800	-45.1152
17.4900	-45.1609
17.5000	-45.2066
17.5100	-45.2523
17.5200	-45.2980
17.5300	-45.3436
17.5400	-45.3891
17.5500	-45.4347
17.5600	-45.4802
17.5700	-45.5257
17.5800	-45.5711
17.5900	-45.6165
17.6000	-45.6619
17.6100	-45.7073
17.6200	-45.7526
17.6300	-45.7979
17.6400	-45.8431
17.6500	-45.8884
17.6600	-45.9336
17.6700	-45.9787
17.6800	-46.0238
17.6900	-46.0689
17.7000	-46.1140
17.7100	-46.1590
17.7200	-46.2040
17.7300	-46.2490
17.7400	-46.2940
17.7500	-46.3389
17.7600	-46.3837
17.7700	-46.4286
17.7800	-46.4734
17.7900	-46.5182
17.8000	-46.5629
17.8100	-46.6076
17.8200	-46.6523
17.8300	-46.6970
17.8400	-46.7416
17.8500	-46.7862
17.8600	-46.8308
17.8700	-46.8753
17.8800	-46.9198
17.8900	-46.9643
17.9000	-47.0087
17.9100	-47.0531
17.9200	-47.0975
17.9300	-47.1418
17.9400	-47.1861
17.9500	-47.2304
17.9600	-47.2747
17.9700	-47.3189
17.9800	-47.3631
17.9900	-47.4073
18.0000	-47.4514
18.0100	-47.4955
18.0200	-47.5395
18.0300	-47.5836
18.0400	-47.6276
18.0500	-47.6716
18.0600	-47.7155
18.0700	-47.7594
18.0800	-47.8033
18.0900	-47.8471
18.1000	-47.8910
18.1100	-47.9348
18.1200	-47.9785
18.1300	-48.0222
18.1400	-48.0659
18.1500	-48.1096
18.1600	-48.1532
18.1700	-48.1969
18.1800	-48.2404
18.1900	-48.2840
18.2000	-48.3275
18.2100	-48.3710
18.2200	-48.4144
18.2300	-48.4579
18.2400	-48.5013
18.2500	-48.5446
18.2600	-48.5880
18.2700	-48.6313
18.2800	-48.6745
18.2900	-48.7178
18.3000	-48.7610
18.3100	-48.8042
18.3200	-48.8473
18.3300	-48.8905
18.3400	-48.9336
18.3500	-48.9766
18.3600	-49.0197
18.3700	-49.0627
18.3800	-49.1056
18.3900	-49.1486
18.4000	-49.1915
18.4100	-49.2344
18.4200	-49.2772
18.4300	-49.3201
18.4400	-49.3629
18.4500	-49.4056
18.4600	-49.4484
18.4700	-49.4911
18.4800	-49.5337
18.4900	-49.5764
18.5000	-49.6190
18.5100	-49.6616
18.5200	-49.7042
18.5300	-49.7467
18.5400	-49.7892
18.5500	-49.8317
18.5600	-49.8741
18.5700	-49.9165
18.5800	-49.9589
18.5900	-50.0013
18.6000	-50.0436
18.6100	-50.0859
18.6200	-50.1281
18.6300	-50.1704
18.6400	-50.2126
18.6500	-50.2548
18.6600	-50.2969
18.6700	-50.3390
18.6800	-50.3811
18.6900	-50.4232
18.7000	-50.4652
18.7100	-50.5072
18.7200	-50.5492
18.7300	-50.5912
18.7400	-50.6331
18.7500	-50.6750
18.7600	-50.7168
18.7700	-50.7586
18.7800	-50.8005
18.7900	-50.8422
18.8000	-50.8840
18.8100	-50.9257
18.8200	-50.9674
18.8300	-51.0090
18.8400	-51.0507
18.8500	-51.0923
18.8600	-51.1338
18.8700	-51.1754
18.8800	-51.2169
18.8900	-51.2584
18.9000	-51.2998
18.9100	-51.3413
18.9200	-51.3827
18.9300	-51.4240
18.9400	-51.4654
18.9500	-51.5067
18.9600	-51.5480
18.9700	-51.5893
18.9800	-51.6305
18.9900	-51.6717
19.0000	-51.7129
19.0100	-51.7540
19.0200	-51.7951
19.0300	-51.8362
19.0400	-51.8773
19.0500	-51.9183
19.0600	-51.9593
19.0700	-52.0003
19.0800	-52.0413
19.0900	-52.0822
19.1000	-52.1231
19.1100	-52.1639
19.1200	-52.2048
19.1300	-52.2456
19.1400	-52.2864
19.1500	-52.3271
19.1600	-52.3678
19.1700	-52.4085
19.1800	-52.4492
19.1900	-52.4899
19.2000	-52.5305
19.2100	-52.5711
19.2200	-52.6116
19.2300	-52.6522
19.2400	-52.6927
19.2500	-52.7331
19.2600	-52.7736
19.2700	-52.8140
19.2800	-52.8544
19.2900	-52.8948
19.3000	-52.9351
19.3100	-52.9754
19.3200	-53.0157
19.3300	-53.0560
19.3400	-53.0962
19.3500	-53.1364
19.3600	-53.1766
19.3700	-53.2167
19.3800	-53.2568
19.3900	-53.2969
19.4000	-53.3370
19.4100	-53.3770
19.4200	-53.4170
19.4300	-53.4570
19.4400	-53.4970
19.4500	-53.5369
19.4600	-53.5768
19.4700	-53.6167
19.4800	-53.6565
19.4900	-53.6964
19.5000	-53.7361
19.5100	-53.7759
19.5200	-53.8157
19.5300	-53.8554
19.5400	-53.8951
19.5500	-53.9347
19.5600	-53.9743
19.5700	-54.0139
19.5800	-54.0535
19.5900	-54.0931
19.6000	-54.1326
19.6100	-54.1721
19.6200	-54.2116
19.6300	-54.2510
19.6400	-54.2904
19.6500	-54.3298
19.6600	-54.3692
19.6700	-54.4085
19.6800	-54.4478
19.6900	-54.4871
19.7000	-54.5264
19.7100	-54.5656
19.7200	-54.6048
19.7300	-54.6440
19.7400	-54.6832
19.7500	-54.7223
19.7600	-54.7614
19.7700	-54.8005
19.7800	-54.8395
19.7900	-54.8785
19.8000	-54.9175
19.8100	-54.9565
19.8200	-54.9954
19.8300	-55.0344
19.8400	-55.0732
19.8500	-55.1121
19.8600	-55.1509
19.8700	-55.1898
19.8800	-55.2285
19.8900	-55.2673
19.9000	-55.3060
19.9100	-55.3447
19.9200	-55.3834
19.9300	-55.4221
19.9400	-55.4607
19.9500	-55.4993
19.9600	-55.5379
19.9700	-55.5764
19.9800	-55.6150
19.9900	-55.6535
20.0000	-55.6919
