# E [MeV]	delta_l [deg]
14.0600	127.7830
14.0700	127.8740
14.0800	127.9646
14.0900	128.0546
14.1000	128.1441
14.1100	128.2332
14.1200	128.3217
14.1300	128.4097
14.1400	128.4973
14.1500	128.5843
14.1600	128.6709
14.1700	128.7570
14.1800	128.8426
14.1900	128.9277
14.2000	129.0124
14.2100	129.0965
14.2200	129.1803
14.2300	129.2635
14.2400	129.3463
14.2500	129.4287
14.2600	129.5106
14.2700	129.5920
14.2800	129.6730
14.2900	129.7536
14.3000	129.8337
14.3100	129.9134
14.3200	129.9927
14.3300	130.0715
14.3400	130.1499
14.3500	130.2279
14.3600	130.3054
14.3700	130.3826
14.3800	130.4593
14.3900	130.5356
14.4000	130.6115
14.4100	130.6870
14.4200	130.7621
14.4300	130.8368
14.4400	130.9111
14.4500	130.9850
14.4600	131.0585
14.4700	131.1316
14.4800	131.2044
14.4900	131.2767
14.5000	131.3487
14.5100	131.4203
14.5200	131.4915
14.5300	131.5624
14.5400	131.6329
14.5500	131.7030
14.5600	131.7727
14.5700	131.8421
14.5800	131.9111
14.5900	131.9798
14.6000	132.0481
14.6100	132.1161
14.6200	132.1837
14.6300	132.2510
14.6400	132.3179
14.6500	132.3845
14.6600	132.4507
14.6700	132.5166
14.6800	132.5822
14.6900	132.6474
14.7000	132.7124
14.7100	132.7769
14.7200	132.8412
14.7300	132.9051
14.7400	132.9687
14.7500	133.0320
14.7600	133.0950
14.7700	133.1577
14.7800	133.2200
14.7900	133.2821
14.8000	133.3438
14.8100	133.4052
14.8200	133.4664
14.8300	133.5272
14.8400	133.5877
14.8500	133.6479
14.8600	133.7079
14.8700	133.7675
14.8800	133.8269
14.8900	133.8859
14.9000	133.9447
14.9100	134.0032
14.9200	134.0614
14.9300	134.1193
14.9400	134.1770
14.9500	134.2343
14.9600	134.2914
14.9700	134.3482
14.9800	134.4048
14.9900	134.4611
15.0000	134.5171
15.0100	134.5728
15.0200	134.6283
15.0300	134.6835
15.0400	134.7385
15.0500	134.7932
15.0600	134.8476
15.0700	134.9018
15.0800	134.9558
15.0900	135.0094
15.1000	135.0629
15.1100	135.1161
15.1200	135.1690
15.1300	135.2217
15.1400	135.2741
15.1500	135.3263
15.1600	135.3783
15.1700	135.4300
15.1800	135.4815
15.1900	135.5328
15.2000	135.5838
15.2100	135.6346
15.2200	135.6852
15.2300	135.7355
15.2400	135.7856
15.2500	135.8355
15.2600	135.8851
15.2700	135.9346
15.2800	135.9838
15.2900	136.0328
15.3000	136.0815
15.3100	136.1301
15.3200	136.1784
15.3300	136.2266
15.3400	136.2745
15.3500	136.3222
15.3600	136.3697
15.3700	136.4169
15.3800	136.4640
15.3900	136.5109
15.4000	136.5576
15.4100	136.6040
15.4200	136.6503
15.4300	136.6963
15.4400	136.7422
15.4500	136.7879
15.4600	136.8333
15.4700	136.8786
15.4800	136.9237
15.4900	136.9686
15.5000	137.0133
15.5100	137.0578
15.5200	137.1021
15.5300	137.1462
15.5400	137.1902
15.5500	137.2339
15.5600	137.2775
15.5700	137.3209
15.5800	137.3641
15.5900	137.4071
15.6000	137.4500
15.6100	137.4927
15.6200	137.5352
15.6300	137.5775
15.6400	137.6196
15.6500	137.6616
15.6600	137.7034
15.6700	137.7450
15.6800	137.7865
15.6900	137.8278
15.7000	137.8689
15.7100	137.9098
15.7200	137.9506
15.7300	137.9912
15.7400	138.0317
15.7500	138.0720
15.7600	138.1121
15.7700	138.1521
15.7800	138.1919
15.7900	138.2316
15.8000	138.2711
15.8100	138.3104
15.8200	138.3496
15.8300	138.3886
15.8400	138.4275
15.8500	138.4662
15.8600	138.5048
15.8700	138.5432
15.8800	138.5815
15.8900	138.6196
15.9000	138.6576
15.9100	138.6954
15.9200	138.7331
15.9300	138.7707
15.9400	138.8080
15.9500	138.8453
15.9600	138.8824
15.9700	138.9194
15.9800	138.9562
15.9900	138.9929
16.0000	139.0294
16.0100	139.0658
16.0200	139.1021
16.0300	139.1382
16.0400	139.1742
16.0500	139.2101
16.0600	139.2458
16.0700	139.2814
16.0800	139.3169
16.0900	139.3522
16.1000	139.3874
16.1100	139.4225
16.1200	139.4574
16.1300	139.4922
16.1400	139.5269
16.1500	139.5615
16.1600	139.5959
16.1700	139.6302
16.1800	139.6644
16.1900	139.6985
16.2000	139.7324
16.2100	139.7662
16.2200	139.7999
16.2300	139.8335
16.2400	139.8669
16.2500	139.9002
16.2600	139.9335
16.2700	139.9666
16.2800	139.9995
16.2900	140.0324
16.3000	140.0651
16.3100	140.0978
16.3200	140.1303
16.3300	140.1627
16.3400	140.1950
16.3500	140.2271
16.3600	140.2592
16.3700	140.2912
16.3800	140.3230
16.3900	140.3547
16.4000	140.3864
16.4100	140.4179
16.4200	140.4493
16.4300	140.4806
16.4400	140.5118
16.4500	140.5428
16.4600	140.5738
16.4700	140.6047
16.4800	140.6355
16.4900	140.6661
16.5000	140.6967
16.5100	140.7272
16.5200	140.7575
16.5300	140.7878
16.5400	140.8179
16.5500	140.8480
16.5600	140.8780
16.5700	140.9078
16.5800	140.9376
16.5900	140.9672
16.6000	140.9968
16.6100	141.0263
16.6200	141.0556
16.6300	141.0849
16.6400	141.1141
16.6500	141.1432
16.6600	141.1722
16.6700	141.2011
16.6800	141.2299
16.6900	141.2586
16.7000	141.2872
16.7100	141.3157
16.7200	141.3442
16.7300	141.3725
16.7400	141.4008
16.7500	141.4290
16.7600	141.4570
16.7700	141.4850
16.7800	141.5129
16.7900	141.5407
16.8000	141.5685
16.8100	141.5961
16.8200	141.6237
16.8300	141.6511
16.8400	141.6785
16.8500	141.7058
16.8600	141.7330
16.8700	141.7602
16.8800	141.7872
16.8900	141.8142
16.9000	141.8411
16.9100	141.8679
16.9200	141.8946
16.9300	141.9212
16.9400	141.9478
16.9500	141.9743
16.9600	142.0007
16.9700	142.0270
16.9800	142.0532
16.9900	142.0794
17.0000	142.1055
17.0100	142.1315
17.0200	142.1574
17.0300	142.1832
17.0400	142.2090
17.0500	142.2347
17.0600	142.2603
17.0700	142.2859
17.0800	142.3114
17.0900	142.3368
17.1000	142.3621
17.1100	142.3873
17.1200	142.4125
17.1300	142.4376
17.1400	142.4626
17.1500	142.4876
17.1600	142.5125
17.1700	142.5373
17.1800	142.5620
17.1900	142.5867
17.2000	142.6113
17.2100	142.6359
17.2200	142.6603
17.2300	142.6847
17.2400	142.7090
17.2500	142.7333
17.2600	142.7575
17.2700	142.7816
17.2800	142.8057
17.2900	142.8296
17.3000	142.8536
17.3100	142.8774
17.3200	142.9012
17.3300	142.9249
17.3400	142.9486
17.3500	142.9722
17.3600	142.9957
17.3700	143.0191
17.3800	143.0425
17.3900	143.0659
17.4000	143.0891
17.4100	143.1123
17.4200	143.1355
17.4300	143.1586
17.4400	143.1816
17.4500	143.2045
17.4600	143.2274
17.4700	143.2502
17.4800	143.2730
17.4900	143.2957
17.5000	143.3184
17.5100	143.3410
17.5200	143.3635
17.5300	143.3860
17.5400	143.4084
17.5500	143.4307
17.5600	143.4530
17.5700	143.4752
17.5800	143.4974
17.5900	143.5195
17.6000	143.5416
17.6100	143.5636
17.6200	143.5855
17.6300	143.6074
17.6400	143.6292
17.6500	143.6510
17.6600	143.6727
17.6700	143.6944
17.6800	143.7160
17.6900	143.7375
17.7000	143.7590
17.7100	143.7804
17.7200	143.8018
17.7300	143.8231
17.7400	143.8444
17.7500	143.8656
17.7600	143.8868
17.7700	143.9079
17.7800	143.9290
17.7900	143.9500
17.8000	143.9709
17.8100	143.9918
17.8200	144.0127
17.8300	144.0335
17.8400	144.0542
17.8500	144.0749
17.8600	144.0955
17.8700	144.1161
17.8800	144.1367
17.8900	144.1571
17.9000	144.1776
17.9100	144.1980
17.9200	144.2183
17.9300	144.2386
17.9400	144.2588
17.9500	144.2790
17.9600	144.2991
17.9700	144.3192
17.9800	144.3393
17.9900	144.3593
18.0000	144.3792
18.0100	144.3991
18.0200	144.4189
18.0300	144.4387
18.0400	144.4585
18.0500	144.4782
18.0600	144.4978
18.0700	144.5175
18.0800	144.5370
18.0900	144.5565
18.1000	144.5760
18.1100	144.5954
18.1200	144.6148
18.1300	144.6341
18.1400	144.6534
18.1500	144.6727
18.1600	144.6918
18.1700	144.7110
18.1800	144.7301
18.1900	144.7492
18.2000	144.7682
18.2100	144.7871
18.2200	144.8061
18.2300	144.8249
18.2400	144.8438
18.2500	144.8626
18.2600	144.8813
18.2700	144.9000
18.2800	144.9187
18.2900	144.9373
18.3000	144.9559
18.3100	144.9744
18.3200	144.9929
18.3300	145.0114
18.3400	145.0298
18.3500	145.0481
18.3600	145.0665
18.3700	145.0847
18.3800	145.1030
18.3900	145.1212
18.4000	145.1393
18.4100	145.1574
18.4200	145.1755
18.4300	145.1936
18.4400	145.2115
18.4500	145.2295
18.4600	145.2474
18.4700	145.2653
18.4800	145.2831
18.4900	145.3009
18.5000	145.3187
18.5100	145.3364
18.5200	145.3540
18.5300	145.3717
18.5400	145.3893
18.5500	145.4068
18.5600	145.4243
18.5700	145.4418
18.5800	145.4593
18.5900	145.4767
18.6000	145.4940
18.6100	145.5113
18.6200	145.5286
18.6300	145.5459
18.6400	145.5631
18.6500	145.5803
18.6600	145.5974
18.6700	145.6145
18.6800	145.6315
18.6900	145.6486
18.7000	145.6656
18.7100	145.6825
18.7200	145.6994
18.7300	145.7163
18.7400	145.7331
18.7500	145.7499
18.7600	145.7667
18.7700	145.7834
18.7800	145.8001
18.7900	145.8168
18.8000	145.8334
18.8100	145.8500
18.8200	145.8665
18.8300	145.8830
18.8400	145.8995
18.8500	145.9160
18.8600	145.9324
18.8700	145.9487
18.8800	145.9651
18.8900	145.9814
18.9000	145.9976
18.9100	146.0139
18.9200	146.0301
18.9300	146.0462
18.9400	146.0624
18.9500	146.0785
18.9600	146.0945
18.9700	146.1106
18.9800	146.1265
18.9900	146.1425
19.0000	146.1584
19.0100	146.1743
19.0200	146.1902
19.0300	146.2060
19.0400	146.2218
19.0500	146.2376
19.0600	146.2533
19.0700	146.2690
19.0800	146.2846
19.0900	146.3003
19.1000	146.3159
19.1100	146.3314
19.1200	146.3470
19.1300	146.3625
19.1400	146.3779
19.1500	146.3934
19.1600	146.4088
19.1700	146.4241
19.1800	146.4395
19.1900	146.4548
19.2000	146.4700
19.2100	146.4853
19.2200	146.5005
19.2300	146.5157
19.2400	146.5308
19.2500	146.5459
19.2600	146.5610
19.2700	146.5761
19.2800	146.5911
19.2900	146.6061
19.3000	146.6211
19.3100	146.6360
19.3200	146.6509
19.3300	146.6658
19.3400	146.6806
19.3500	146.6954
19.3600	146.7102
19.3700	146.7249
19.3800	146.7397
19.3900	146.7543
19.4000	146.7690
19.4100	146.7836
19.4200	146.7982
19.4300	146.8128
19.4400	146.8273
19.4500	146.8419
19.4600	146.8563
19.4700	146.8708
19.4800	146.8852
19.4900	146.8996
19.5000	146.9140
19.5100	146.9283
19.5200	146.9426
19.5300	146.9569
19.5400	146.9711
19.5500	146.9853
19.5600	146.9995
19.5700	147.0137
19.5800	147.0278
19.5900	147.0419
19.6000	147.0560
19.6100	147.0700
19.6200	147.0841
19.6300	147.0981
19.6400	147.1120
19.6500	147.1259
19.6600	147.1399
19.6700	147.1537
19.6800	147.1676
19.6900	147.1814
19.7000	147.1952
19.7100	147.2090
19.7200	147.2227
19.7300	147.2364
19.7400	147.2501
19.7500	147.2638
19.7600	147.2774
19.7700	147.2910
19.7800	147.3046
19.7900	147.3181
19.8000	147.3316
19.8100	147.3451
19.8200	147.3586
19.8300	147.3720
19.8400	147.3854
19.8500	147.3988
19.8600	147.4122
19.8700	147.4255
19.8800	147.4388
19.8900	147.4521
19.9000	147.4654
19.9100	147.4786
19.9200	147.4918
19.9300	147.5050
19.9400	147.5181
19.9500	147.5312
19.9600	147.5443
19.9700	147.5574
19.9800	147.5704
19.9900	147.5834
20.0000	147.5964
